,Unnamed: 0,SMILES,bace,esol,logD
71,71,CC1=CN(C(C)(C)C(=O)N2C[C@H]3[C@H]4CC[C@H](C4)[C@@]3(C)C2)N=C1C(F)(F)F,4.1353445,-4.630167,-1.7436409
72,72,COC(=O)C1=C(C)OC(C)=C1S(=O)(=O)N1CCN(CCC(=O)N2CCOC3=CC=CC=C32)CC1,4.5972786,-4.3413343,-0.27999827
73,73,COC1=CC=CC2=C1OC(C(C)NC1(C3=CC=C4OCOC4=C3)CC1)=C2,4.170502,-5.4808464,0.06800143
74,74,CC1=CC=C(N2C=NN=C2SCC(=O)NC2C3=CC=CC=C3CC23CCOCC3)C=C1C,4.3567057,-5.8835545,0.53234285
75,75,CC(=O)N[C@@H](CC(=O)NC(CC(=O)OC(C)C)C(C)C)C(N)=O,3.3916762,-4.447305,1.023496
76,76,CC(C)N1C=NN=C1SCC(=O)N1CCC(OCC2=CC=C(Br)C=C2)CC1,4.306548,-6.035693,1.6984214
77,77,CSC1=NC(N2CCC(C3=NN=CN3C(C)C)CC2)=NS1,3.6043465,-5.0123205,1.1607924
78,78,CC(=O)N(C1=CC=C(NC(=O)C(C)N2C=NC3=C(N)N=CN=C32)C=C1)C1CC1C,3.5916286,-5.766254,1.6827534
79,79,CCOC(=O)C1=CN=C2C(F)=CC=C(F)C2=C1NC1CCC(O)(C2=CC=CN=C2)CC1,4.3597603,-4.593349,-0.33245298
80,80,CC(C1=NC=C(C2=CC=CC=C2)O1)N1CCC(CNC(=O)C2=CN=CC(F)=C2)C1,3.7745118,-6.350457,0.9536121
81,81,CC1=NC(Br)=C(CN(C)CC2=CN=C3C=CC(Cl)=CN23)[NH]1,3.9100213,-5.113858,0.4644579
82,82,COC1=CC=NC(N(C)C2CC(NC(=O)C3=CC=NC=C3Cl)C2)=N1,3.4062014,-5.6309333,1.7839468
83,83,CC(=CC1=CC=CC=C1)CNC1=CC(C)=CC(C)=N1,3.6619473,-5.346479,1.4189882
84,84,CCC1=NN(C)C=C1C(=O)OCC1=CC=C(S(=O)(=O)C2=CC=C(C)C=C2)C=C1,4.4343367,-5.2449393,-0.35127947
85,85,COC(=O)C1=C(NC(=O)C2=NN(C3=CC=CC=C3F)C(C)=C2)C=C(C(C)(C)C)S1,4.3834047,-5.0686836,0.1399948
86,86,CSC1=NC=C(C(=O)NCCC2=N[NH]C(C)=N2)C(O)=N1,3.84092,-4.0908413,0.7384071
87,87,CC(C)CC1=CC=C(C(C)C(=O)NCC(=O)C2=CC(F)=CC=C2)C=C1,3.5057163,-5.3155603,2.1966555
88,88,CC(=O)N1CCN(C2CN(C(=O)NCC3=CC(S(=O)(=O)N(C)C)=CC=C3)CC2C)CC1,3.7072988,-5.03251,-0.2682149
89,89,CC1=CC=CC(S(=O)(=O)NC(=O)C2=CC=NN2CCC(F)(F)F)=C1F,3.728466,-5.0346637,0.0031754414
90,90,ClC1=CC(CN2CCCSCC2)=C(Cl)S1,3.5194454,-4.1263933,0.58886033
91,91,CC1=NOC(C2CN(C(=O)C3NC(=O)OC3C)C2)=N1,3.3888774,-3.9846108,0.5606205
92,92,CS(=O)(=O)CC1CCC(NS(=O)(=O)C2=COC=C2)CC1,3.365108,-5.020682,-1.1663177
93,93,CC(C)OC1=CC=C(Cl)C(C(=O)N(C)CC2=CC=CC(NS(=O)(=O)C3=CC=CC=C3)=C2)=N1,3.8383923,-5.6092687,0.48147956
94,94,CC(C(=O)NC1=CC=C2NC(=O)N(C)CC2=C1)C1=CC=CC=C1C(F)(F)F,3.3743718,-5.2762194,-0.18097183
95,95,COCC(=O)N1CCC(O)(CNC(=O)C(F)C(F)(F)F)CC1,3.7851331,-3.960274,-1.3732129
96,96,CC1=NC(C2=CC=C(CNC(=O)C3=NC=CN4C(Br)=CN=C34)C=C2)=NO1,3.862362,-4.869564,1.5576516
97,97,COCC(NC(=O)C1CC(C(C)(C)C)=NO1)C(=O)N1CCOCC1,3.6718783,-4.2207055,-0.434891
98,98,C[C@H]1COC(C)(C)CN1C1=NC(Cl)=NC2=CC=CC=C12,3.6031654,-4.3645215,-1.0414021
99,99,CC1CCC2=C(F)C=CC=C2C1NC(=O)CSCC1CCCCO1,3.1638145,-5.4741774,1.6213737
100,100,CC1=NN=C(C(C)N(C)CCN(C)C(=O)C(C)(C)CC2=CC=CC=C2)S1,3.5745037,-4.668144,-0.053118672
101,101,COCC(NC(C)C1=C(C)N(C(C)C)N=C1)C1=CC=C(F)C(F)=C1,3.4243736,-5.4950886,1.6746767
102,102,CSC1=CC=C(NC(=O)NC2(C3=CC=C(Cl)C(Cl)=C3)CC2)N=C1,4.077588,-5.5320606,0.26541588
103,103,CN(CC1=NC2=CC=CC=C2S1)C1=NC(=O)[NH]C(Cl)=C1,3.4188023,-4.8099337,1.3812901
104,104,FC(F)CN1C=C(C=C(Cl)C2=NC3=CC=C(Br)C=C3O2)C=N1,3.8547523,-5.3336067,1.2968286
105,105,COC1=CC(C)=CC=C1C(=O)N1CCN(C(=O)C2=N[NH]C3=C2CCCC3)CC1,4.1226025,-4.436538,0.90561706
106,106,O=C(NC1=CC=CC=C1C(O)C(F)(F)F)C1=N[NH]C=N1,3.150595,-4.3328753,0.22720826
107,107,CCC(C)(C)C1CCC2(CC1)CC2C(=O)NC1=CC=C(S(=O)(=O)CCO)C=C1C,4.7510624,-4.7792177,-0.38541108
108,108,CC(C)(C)C1=CSC(C2CCN(CC3=NC4=CC=CN=C4S3)CC2)=N1,4.3504252,-4.962794,-0.79903644
109,109,CCC1=NC(C(C)C)=CC=C1C(=O)NC1=NC=CC(C2=CN(C)N=C2)=N1,4.132553,-6.1308184,2.359102
110,110,CC(NCCC1=NN(C(C)(C)C)N=N1)C1=CC=C(OCC2=CC=CN=C2)C=C1,4.276001,-5.39536,-0.5180061
111,111,CC1=CC(F)=C(Br)C=C1C(=O)N1CCC=C(Cl)C1,3.8514252,-3.729912,1.0563624
112,112,CC1CCCN1C(=O)C1=CC=C(C2=NOC(C3=CC(N(C)C)=C4C=CC=CC4=N3)=N2)C=C1,3.8991394,-5.6241884,1.9583006
113,113,CS(=O)(=O)N1CCC[C@@H]1CNC(C1=CC=C2C=CC=CC2=C1)C(F)(F)F,3.4435158,-5.555315,-0.7180491
114,114,COCC(C)(C)C(=O)N1CCC(C(C)NC(=O)C2=CC(F)=CC=C2Cl)C1,3.773285,-4.1548076,-1.1456318
115,115,CCC1=NC(C)=C(CN2C(C3=CC=C4OCCOC4=C3)=NN=C2N(C)CC(C)C#N)O1,4.367564,-5.095159,1.9435042
116,116,CCCC1CNCCN1C(=O)NCCN1C=CN=C1,3.3646746,-4.734894,1.0109265
117,117,CC(C)N(CC1=CC=CC(F)=C1)C1=NN=C(CC2=CC=NC=C2)N1CC1CCS(=O)(=O)C1,3.8205857,-6.068781,-0.24851383
118,118,CCC(NC1=CC=CC(C(N)=O)=C1OC)C1=NN(C)C=C1,3.4313536,-5.4845138,1.0310392
119,119,CN1N=C(CNS(=O)(=O)C2=CC=C3OC(C)(C)CC3=C2)C2=CC=CC=C21,3.7856894,-5.1072397,-0.30138758
120,120,O=C(COC(=O)C1CCC(C2CCCO2)O1)C1CCC(F)(F)CC1,3.2985425,-4.2621126,-0.046661403
121,121,CCNC(=O)C(C)(C)CNC(C1=CC=CC(F)=C1)C1=CC=CC(Br)=C1,3.6076484,-4.5583067,-0.6044858
122,122,COC(=O)CN1N=C(C)C(CNS(=O)(=O)C2=C(Br)N=C[NH]2)=C1C,3.6071792,-3.7422583,-0.98080283
123,123,CCCNC(=O)CCN1C(C2=CC=CN=C2)=NN=C1N(CC1=CC=C(F)C=C1)C(C)C,3.9688063,-5.54077,0.836522
124,124,CN(C)CCCC(C)(C)NC(=O)NCC1(C2=CC=C(F)C=C2Cl)CCCC1,4.162831,-4.6921988,-0.34762937
125,125,COC(CNC(=O)OC(C)(C)C)CC(=O)NC1=CC=CC2=C1[NH]C=C2,3.197812,-5.2301702,0.16254906
126,126,CC1=CC=C(CCCN2C[C@@H]3C[C@H]2CN3C(=O)C2=NN(C(C)(C)C)N=N2)C=C1,4.699297,-4.5213537,-0.97846776
127,127,O=C(NC1=CC(C2=CC=C(Br)O2)=NO1)C1=CC=C(C2=CC(Cl)=CC=C2)[NH]C1=O,3.8867047,-6.1020803,1.5809178
128,128,CCC1CN(C)CCN1CC1=NN=C(C(C)(C)C)S1,3.810462,-4.508572,-1.2137593
129,129,CC1=CN2C(C3=NOC(CN(C)C4CCSC4)=N3)=C(C)N=C2S1,3.7436035,-4.243844,1.2328475
130,130,COC1=CC=C(OCCS(=O)CCCC2=CC=CC=C2OC)C=C1,3.2031665,-5.8665514,1.5131139
131,131,CC1=NC(C#N)=CC(NCC2(C3=CC=C(Br)C=C3Cl)CC2)=N1,4.325733,-4.7560787,-0.2531175
132,132,CCC(NC(=O)N1CC=C(C2=CC=CC(OC)=C2)C1)C1=NOC(C)=N1,3.909322,-5.637868,2.307542
133,133,O=C(NC1CCC2=C1C=CC=C2Cl)C1=COC(C2=CC=C(F)C=C2)=N1,3.6852536,-5.333718,0.88127345
134,134,CCOC(=O)C1(C)CCCC1NC(=O)C1=C(C(F)F)N(C2=CC=CC=C2)N=C1C(F)(F)F,3.9333577,-3.8837478,-0.14810517
135,135,COC1=CC=C(CC(CO)CNS(=O)(=O)N2CCC3(CCCCC3)CC2)C=C1Br,4.047298,-5.207082,-0.8834161
136,136,CC(C)N1C=CN=C1C(=O)NC1(C2=C(Cl)C=CC=C2Cl)CCC1,3.7712145,-4.856899,0.6829911
137,137,CC1=CC(C(=O)NC2=CN(CC3=CC(F)=CC=C3)C(=O)C=C2)=CC(C)=C1OCC(=O)N1CCCCC1,4.7091236,-6.151104,1.5143039
138,138,CNC(=O)CCS(=O)(=O)CC1=NC=CC=C1Cl,3.3188753,-5.217289,-0.5825746
139,139,CC(CNCC(C)(O)C1=CC=C(Br)C=C1Cl)C1=NN=CN1C,3.4368777,-4.8643427,-0.21476659
140,140,CC1=CC2=C(C=N[NH]2)C=C1NC1=CC(OC2CCOCC2)=NC=N1,3.774394,-6.2553406,2.1544468
141,141,CCN(CCC1=CC=CC=N1)C(=O)C1=CN2N=CC(C#N)=C2N=C1C,3.7760181,-4.86497,1.2222772
142,142,CC1=CC2=CC=CN=C2C(S(=O)(=O)NC(C)CC(O)C2=CC=CS2)=C1,3.2173727,-5.712978,-0.2398105
143,143,CN1CCCC1CN1CC2=CC=CC=C2CO1,3.2193007,-4.670887,1.3173887
144,144,CC1=CC=C(C2(C(=O)NC3=CC=CC(C)=C3C(=O)N3CCCC3)CCC2)C=C1,4.003881,-4.752418,-0.19512463
145,145,CN(C)C1CCC2=CC(Br)=CC=C2N(C(=O)C2CCCN(C(=O)C3=CC=NC=C3)C2)C1,3.8165033,-6.114727,2.0760639
146,146,O=C(OCCC1CCCC1=O)C1=C(Cl)C2=CC=CC=C2[NH]1,3.4434707,-4.5388536,0.57198423
147,147,CC(=O)NCC1(NC(=O)CC2=C[NH]C3=CC(C)=CC=C23)CCCCC1C,4.1078963,-4.920863,0.47433034
148,148,NC(=O)C1=CSC(CN(CC2=CC=CC=C2)CC(O)C2=CSC=C2)=C1,3.7896621,-6.311674,1.0444006
149,149,CCC1=NC(C(=O)NC2=CC(C#N)=CN2C(C)(C)C)=NN1C1=C(Cl)C=CC=C1Cl,4.4081163,-4.9460964,-0.11111031
150,150,CC1=NC=C(CCNC(=O)C23CCCN(CCC2)C3)S1,4.110255,-3.9894836,-1.1922557
151,151,COCC(COC)N1CCN(C(=O)C2(C)CC(=O)C2)CC1,3.6806426,-4.2353897,-1.4993463
152,152,CC1=CC=CC(C)=C1NC(=O)CCCN1CCN2C(=NN=C2C(C)(C)C)C1,4.7493043,-4.863344,-0.50759035
153,153,CCN1C=NN=C1CN(C)C(=O)C1CC2=CC=CC(C)=C2O1,3.8046248,-4.951474,2.0763922
154,154,CC1=CC=C(C(NC2=CC=C3C=CN(C)C(=O)C3=C2)C2CCC2)C=C1,3.8019123,-5.371147,0.78161925
155,155,CCC(C)CCC(=O)NCC1CC(=O)C1,2.4256358,-4.568836,0.9678329
156,156,COCCN1C=C(CNC(C2=CC=CC(S(C)(=O)=O)=C2)C2=CC=C(C)C=C2C)C=N1,3.6383,-5.6385336,0.08763135
157,157,CCCNC(=O)CNC(=O)[C@@]1(C)CNC[C@@H]1C,3.3040056,-3.1850085,-1.2259617
158,158,CC1=C(C(=O)N2CC3=CC=C(F)C=C3CC2C)SC(C2=C(C)C(C)=NN(C)C2=O)=N1,4.3652453,-4.242328,1.4282072
159,159,CN(CCN1CCNCC1)CC1=CC=C(N2C=CN=N2)C=C1,3.6067548,-5.9193363,1.1764845
160,160,CCCC(NCC1=CC=C(N2C=CC(C(F)(F)F)=N2)C=C1)C(O)C1=CC=CC=C1,3.345726,-5.04533,-0.83823985
161,161,CC1=CC=C(SC2(C(=O)NCC3=CC=CC=C3CN3CCC(O)C3)CCCC2)C=C1,3.95815,-5.5991335,-0.5543713
162,162,CC1(NC(=O)C2=N[NH]C3=CC=CC=C23)CCN(C(=O)C2=CC=NC3=C2[NH]N=N3)C1,4.588599,-5.242626,-0.022702422
163,163,CCS(=O)(=O)C1=CC=C(N2CCC(NC3CCCC3C3=CC=C(C)C=C3)CC2)C=C1,3.5890355,-5.5158525,-0.9727434
164,164,FC(F)(F)CC1CCCN1CC1=NN=C2COCCN21,3.7606297,-3.5283573,-1.2434658
165,165,CCCC1(C)C(=O)NCCN1C(=O)[C@@H]1C[C@H]1C1=CC=CC=C1C(F)(F)F,3.8882995,-4.441633,-0.99697727
166,166,CCOC(=O)CC(C)(C)CCN1CCOCC1CC(O)C1=CC=CC=C1,3.7803292,-5.4727364,-1.0769022
167,167,CCNC(=O)CNC1CC2(CCC2)C1,3.4820745,-3.646905,-0.71329683
168,168,CCC(COCC1CC1)NS(=O)(=O)C1=CC(C(=O)O)=C(C)O1,3.5796807,-4.90314,-1.3746021
169,169,CC1=CC=CC=C1CN1CCC(N2C(=O)CC(C(F)(F)F)NC2=O)CC1,3.569856,-4.778344,-0.26486912
170,170,CCN1C=CC(C(=O)NC2CN(C(=O)[C@H]3C[C@H]3C(N)=O)C2)=N1,3.6953924,-4.768792,0.5613841
171,171,O=C(NC1=CC=C2C=C(Br)C=NC2=N1)C1=NC=CC=C1OCC(F)(F)F,3.8564038,-4.954793,-0.51663774
172,172,CC(CNC(=O)COC1=CSC=C1)N(C)C(=O)[C@@H]1CC2=CN=CN2C(=O)N1,3.6416197,-5.9129877,2.5569966
173,173,N#CC1=CC(S(=O)(=O)N2CCCC2C2=CC=C(F)C(F)=C2)=CC=C1Cl,3.6636987,-4.9663963,-0.9906945
174,174,COC1=CC=C(OC)C2=C1CN(C(=O)C1=CC=CC(NS(=O)(=O)C3=CC(C)=CC=C3C)=C1)CC2O,4.3977513,-5.7138367,-0.09010077
175,175,COC1=CC=C(C(C)(C)NC(=O)CCOC2=CC=C(Cl)C(Cl)=C2)C=C1F,4.457382,-5.212793,-0.2822441
176,176,CN(CC1=N[NH]C(C(C)(C)C)=C1)C1CCCN(C2=CC=C(Cl)C(Cl)=C2)C1=O,4.257759,-4.920685,0.071942836
177,177,O=C1NC(C2=CC(C3=CC=CC=N3)=N[NH]2)NC2=C1SC1=CC=CC=C21,3.5511951,-5.802916,0.98349136
178,178,COC(=O)C1=CC=CC(N(C)C(=O)CCC(=O)N[C@@H](C)C2=CC=CC=C2)=C1C,3.712675,-5.1055913,1.3777006
179,179,CC(CNC(=O)NC1CCN(C(=O)OC(C)(C)C)C2(CCC2)C1)CN1CCN(C)CC1,4.000005,-4.8693933,-0.716181
180,180,CC(C)(COC1=NC=CC=C1Br)NCC(O)COC1=CC=CC2=C1C=C[NH]2,3.836117,-5.26437,-0.6893266
181,181,CCC1=CC(C(=O)N(CC(C)C)C2=CC=C(C)C=C2C)=CC(=O)[NH]1,3.8813376,-4.6273584,1.7093964
182,182,CCCC1C2=CC=CC=C2CCN1C(=O)C1NC(=O)OC1C,3.372446,-5.040024,0.92591566
183,183,CCC1C2=C(CCN1CC1=CC(=O)N3N=CC=C3[NH]1)SC=C2,3.5987525,-5.6722736,1.2437863
184,184,CC(C)N1C=C(CNC2=NC=C(CC3=CC=CC=C3Cl)S2)C=N1,3.5119257,-5.881536,2.6715615
185,185,CCC1=CC(OCC(=O)N2CCC3=C(F)C=C(F)C=C3C2)=CC=C1Cl,4.4242697,-5.386812,2.0516107
186,186,CC1=C(CN(C)CC2CCN(C(=O)C3CSC4(C5=CC=C(F)C=C5)CCC(=O)N34)C2)SC=N1,3.9925718,-5.33439,-0.7766401
187,187,CC(C)CC1=CC=C(C#N)C(N2CC(C)C(C)(CO)C2)=N1,4.120268,-4.1488686,-0.007991288
188,188,CN1CCN=C1N1CCC=C(Cl)C1.I,3.1217937,-3.3339283,0.8960242
189,189,CCCC1=NC(C)=C(COC(=O)C2=CC=C(C3=CSN=N3)C=C2)O1,4.2139573,-5.254938,1.2067094
190,190,CCN(CCS(C)(=O)=O)C(=O)C(F)(F)C1=CN=CC=N1,3.3380523,-4.248746,-0.9773848
191,191,C1COC2(C1)CCC(NC1CC3CCC1C3)CC2,3.4056163,-4.3811526,-1.151361
192,192,CN(C)C(=O)COCC1CN(C(=O)C2=NN(C3=CC=CC=C3)C(C3=CC=CC=C3)C2)CC(C)(C)O1,4.633209,-5.4731336,0.44259968
193,193,CCC1=CC(NC(CC#N)C2=CC=CC=C2)=NC=N1,3.3223653,-4.684579,1.1272306
194,194,N#CC1=CC(C(=O)NCC2=NN=C(C3CC3)O2)=C[NH]1,3.8011832,-4.4708033,0.539698
