,SMILES,bace,esol,logD
2055,CN1C=CN=C1C(NCC1(OCCO)CCSCC1)C1CC1,,,
2056,COC1(CC(=O)NCC(C)N(C)CCOC2=CC(C)=CC(C)=C2)CCC1,,,
2057,COC(=O)C1=C(CCC(=O)OCC2=CN=CC=C2OC(C)C)OC=N1,,,
2058,O=C(CN1CCCC1=O)N1CCC2(CC1)CC2NC1=NC=NC2=C1[NH]C=N2,,,
2059,CCN(CC)S(=O)(=O)C1=CC(NC(=O)CN(C)C2(C3=CC=CC=C3)CCCCC2=O)=CC=C1C,,,
2060,CC1CC(NC(=O)C2=C(O)C=C(Cl)C=C2Cl)CCN1C,,,
2061,CC1=CC=C(F)C(CC(=O)NC(CNC(=O)C2(C3=CC=CC=C3)CC2)C(C)C)=C1,,,
2062,CCCN(C)CC(C)(C)NC(=O)NC(CC)CC1=CC=CC=C1C(F)(F)F,,,
2063,CC(NC(=O)C1=CC2=NC(C(F)(F)F)=CN2C=C1)C1=CC=C(OCC(=O)NC2CC2)C=C1,,,
2064,COC1=CC=C(CC(=O)NCC2(C3=CC=C(C(F)(F)F)C=C3)CC2)C(Cl)=C1OC,,,
2065,CC(=O)N(C)C1CCN(C2=NN=C(C(=O)NC(C)C)N2CC2CSCCS2)CC1,,,
2066,O=C(CSC1=NC=C(CCO)C=N1)OCC1=CC=CC=C1,,,
2067,CCCC1(NC(=O)C2=CSC(C3=CN=C[NH]3)=N2)CCOC1,,,
2068,O=C(C1=CN(C2=CC=CC(Cl)=C2F)N=N1)N1CCN2C(=NC(C(F)(F)F)=C2Br)C1,,,
2069,CCC(CNC(=O)C1=NN(C(C)(C)C)C(C)=C1)NC(=O)COC1=CSC=C1,,,
2070,COC1CCN(CC2=NC(C)=C(Br)S2)CC1C,,,
2071,COC1=CC=C(C(CC2=CC=CC=C2)NCCC2CCCOC2)C=C1,,,
2072,CC(C)(C)OC(=O)CN1CCC(OC(=O)C2=CC3=NC=CC=C3O2)C1=O,,,
2073,O=C1C(N2CCC(CCO)C3=CC=CC=C32)CCCN1CC1=CC=C(F)C=C1F,,,
2074,CCCC1(C)CCCN(CC(=O)NCC(=O)OC)C1,,,
2075,C[C@@]12CN(C(=O)C3=CC=C4CCCC4=C3)C[C@@H]1CN(C(=O)C1=CC=NC=C1Cl)C2,,,
2076,CS(C)(=O)=NC1=CC=C(NC2CCN(CC3=CC=CC=C3Br)CC2)C=C1,,,
2077,CCC(CC)C(NC(=O)C1=NN(C)C(C)=C1Cl)C1=CC=CS1,,,
2078,CCCN(CC1CC1)C1=NN=C(CC2=CC=CO2)N1C,,,
2079,CN1C=CC(S(=O)(=O)NC2=CC=C3C=CC(Cl)=CC3=N2)=N1,,,
2080,CC1=NN2CCN(C(=O)C3(C(F)(F)F)CCNC3)CC2=C1,,,
2081,CC1=C(COC(C)(C)C)C=CC=C1NC(=O)NC1CC2CCC1C2,,,
2082,CC(C)(C)OC(=O)NC(CO)CNC(=O)C1=NN2C=C(Br)C=CC2=N1,,,
2083,N#CC1=CC=C(Br)C=C1S(=O)(=O)N1CCCN(C2=NN=C(C(F)(F)F)S2)CC1,,,
2084,COC1=CC=C(S(=O)(=O)NC(C)C2=NC(C3=CC=C(Br)C=C3)=NO2)C=C1NC(C)=O,,,
2085,CCN(CC1=CC=CC=C1)C(=O)C(C)N1CCC2=C(C1)C(C(=O)OC)=N[NH]2,,,
2086,CC(=O)N1CCC2=CC(NC(=O)N(C)C(C)C3=CC=CC(O)=C3)=CC=C21,,,
2087,CC1CN(S(C)(=O)=O)CCC1NC(=O)NC1=CC2=C(C=C1N1CCCCC1)N(C)C(=O)N2C,,,
2088,CC(C)(C)C1=NC=C(C2=NC(C3=CC=C(S(C)(=O)=O)O3)=NO2)S1,,,
2089,CC1=CC=C(CC(C)(C)NCC(=O)N(CCC(N)=O)CC2=CC=CC=C2)C=C1,,,
2090,O=C(C1=CSC(=O)[NH]1)N1CCCN(CCCC2=CC=CC(F)=C2)CC1,,,
2091,COC(C)(C(=O)N1CCCC(O)(C2=C[NH]N=N2)C1)C1CC1,,,
2092,CC(=O)C1=C(CC(=O)N[C@@H]2CCO[C@H]2C2=C[NH]C(=O)C=C2)C2=CC=C(C)C=C2O1,,,
2093,CN(C)S(=O)(=O)N1CCN(C2=NN=NN2CC2(C)CCCS2)CC1,,,
2094,CC1CC(CNC(=O)N2C3CCC2CC(=O)C3)C(C)O1,,,
2095,O=C(C1=NC=CC=C1O)N1CCC2CCC(C1)S2,,,
2096,CC(=O)N1CCC(C(=O)N(C)C(CNC(=O)C2CN(C)C(=O)N2)C2CC2)CC1,,,
2097,CC(CC1CCCCCN1)N[C@@H]1CCCN(C(=O)CCC(F)(F)F)C1,,,
2098,COC1(C2=NN=C(CC3(NC(=O)OC(C)(C)C)CCSC3)O2)CCOCC1,,,
2099,CC1=NSC(SC2CCC3(CC2)OCCO3)=C1C#N,,,
2100,CC(=O)NCC(OC(=O)C1=CC2=C(C=CO2)S1)C1=CC=CC=C1,,,
2101,O=C(O)[C@@H]1CN(C(=O)NCC2=NC3=C(COCC3)S2)C[C@H]1C1CC1,,,
2102,CC1=NN(C2=CC=C(F)C=C2)C(C)=C1C(NC(=O)C1=CN(C2=CC=C(Cl)C=C2)N=N1)C(=O)O,,,
2103,COC(=O)C1=CC=C(COC2=CC=CC=C2CN2CC(O)(C3=CC=CC4=CC=CC=C34)C2)C=C1,,,
2104,CC1=CC=C(C)C(OCC(=O)N(C)C2CC(NC(=O)C3CCNC(=O)C3)C2)=C1,,,
2105,CC(C1=CSN=N1)N(CCNC(=O)C1CCCC(=O)N1C)C1CC1,,,
2106,CN(C)CCN(C1=CC=CC=C1)S(=O)(=O)C1=CC2=CC(F)=CC=C2S1,,,
2107,CCOC(=O)CC1CCCCN1C(=O)C1=NOC(CC(C)C)=C1,,,
2108,CC(C)CC(C)(C)C(=O)N1CCCN(CC2CC(F)(F)C2)CC1,,,
2109,CCN(CCNC(=O)C1=CC=C2OCCOC2=C1)C1=CN=CC(Cl)=N1,,,
2110,N#CC1=CC(F)=CC=C1N1CCN(C(=O)CC2=C[NH]C3=CC(Br)=CC=C23)CC1,,,
2111,CCOC1=NC=CC(C)=C1C(=O)NC(CC)CNC(=O)C1=NN(C)C(Cl)=C1,,,
2112,CCN(C(=O)NCC1=NN=C(C)N1C)C1CCOC1,,,
2113,CC1CC(C(=O)N2CCN(C(=O)C3=CN=C(N(C)C)C=N3)CC2)CCO1,,,
2114,CC1=CN=C2C(=C1)N(C(=O)C(CC(C)C)NC(=O)C13CC4CC(CC(C4)C1)C3)CCN2C,,,
2115,COC(=O)C(F)CSC1=NC=CC=C1Cl,,,
2116,CC1=CN=CC=C1SCC1=NC(C2CC2)=CS1,,,
2117,CC1=CC(NCC2=NN=NN2C2=CC=C(C(F)(F)F)C=C2)=CC=C1N1CCCC1=O,,,
2118,O=C(O)C(C1=CC=CC2=CC=CC=C12)N1CCC(C(F)(F)F)(C(F)(F)F)C1,,,
2119,COC(=O)C1(OC(=O)C2=CN=CC(Cl)=C2)CC1,,,
2120,O=C(CCC1=CSC=N1)N1CCC(SC2=CC=C(Cl)C=C2)CC1,,,
2121,O=C(CC1C(=O)NC2=CC=CC=C21)NS(=O)(=O)C1=CC=C2COCC2=C1,,,
2122,CC1=NC(C2=CC=CO2)=CC=C1C(=O)OCC1=NC2=CC(Cl)=CC=C2N1C,,,
2123,N#CC1=CC=CC(CNC2=CC=C3COC(=O)C3=C2)=C1F,,,
2124,CCOC(=O)CN(C)C(=O)C(C)(C)C1CCCN(C)C1,,,
2125,CC1=NC=C2CN(C(=O)C(C)C3=CC=CC=C3C(F)(F)F)CCC2=N1,,,
2126,CCOC(=O)C1CCC(NC(=O)C2(S(=O)(=O)C3=CC=CC=C3)CC2)CC1,,,
2127,CCOC(=O)C1CCC2(CC1C)NC1=CC=C(Br)C=C1C(=O)N2C,,,
2128,CC1CN(C(=O)C2=CC=CC3=CC(O)=CC=C23)CCN(C2CCC2)C1,,,
2129,CC(=O)NCC1CCCN(C2=NN=C(C3(O)CCOC3)N2CC(C)(C)C)C1,,,
2130,O=C(NC(CC1=CC=CC=C1)C(=O)NC1=NN=C(C2=CC=CC=C2Br)[NH]1)C1=CC=CC=C1,,,
2131,COC1(C)CC(OC(=O)C2=C[NH]N=C2C(C)(C)C)C1(C)C,,,
2132,COCC(C)(C)C(=O)NC1CC(N(C)C(=O)C2=CC(C(N)=O)=CC=N2)C1,,,
2133,COC(=O)C1CSCN1S(=O)(=O)CCCC(C)C,,,
2134,CC1(C)CN(C2CCC(C)(C3=CC=CC=C3)C2)CC(C)(C(F)(F)F)O1,,,
2135,COC1=CC=C([C@@H]2C[C@H]2C(=O)N(C)CCNC(=O)C2=CN(C)N=C2C2CCC2)C=C1,,,
2136,COC(=O)C(CC1=C[NH]C2=CC=CC(F)=C12)NC(=O)C1=CC2=C(O1)C(C)=CC(Br)=C2,,,
2137,COC1=CC=C(CC(=O)NCC2(C(=O)OC(C)(C)C)CCOC2)C=C1OC(F)F,,,
2138,CC1=CN2C(C(=O)N3CCC(N(C)C(C)C4=NN=C(C)O4)C3)=CN=C2C=C1,,,
2139,CCOC(=O)CC(NC(=O)NC1=CC=C2CN(C(C)=O)CC2=C1)C(F)(F)F,,,
2140,CCCN(CC)C(=O)C1=CC=C(C(=O)OCC(=O)C2=CC=C(OC)C3=C2OCC3=O)C=C1,,,
2141,CC1=CC(C)=NC(NCC2=CN=C3C=CC(Cl)=CN23)=C1,,,
2142,CCOC1=CC(CNC2CC3=CC=CC=C32)=CC=C1O,,,
2143,OC1CCCC1N1CCC(NCC2CCSC2)CC1,,,
2144,CCOC(=O)NC1CCC(NCC(C)(C)C2(O)CCCC2)CC1,,,
2145,COC1=CC=CC(C(=O)N(CCN(C)CCC2CCCO2)C(C)C)=C1OC,,,
2146,CCC(CNC(=O)C1=CC(OC)=C(C)C(OC)=C1)NC(=O)COC(C)(C)C,,,
2147,CC(C)OCC1=CC=CC=C1CNC(=O)CN1C=C(CN(C)C(C)(C)C)N=N1,,,
2148,OC1(CCNC2=CN=C(N3C=CC=C3)C=N2)CCCC1,,,
2149,CCC(C)C(=O)N1CSC[C@H]1C(=O)NC1CCC(=O)NC1(C)C,,,
2150,CC(C)N1CCN(C(C)(C)CNCC2CC3CCC2C3)CC1,,,
2151,COC1(C(C)NC2=CC=C(NC(=O)C3=CC=CC=C3)C=N2)CCC1,,,
2152,CC(C(=O)NCCN1C=CC=C1)C1=CC=C(F)C=C1F,,,
2153,CC(=O)NC[C@H](CC(=O)N1CCN2N=CC(Br)=C2C1)CC(C)C,,,
2154,O=C(CC1=CSC2=NC=CN12)N1[C@H]2CC[C@@H]1C[C@H]2CO,,,
2155,O=C(NC1CC1C1CCCCC1)N1CC2=CC=CC(Br)=C2C1,,,
2156,COC1(CO)CN(C(=O)C2CCC2C2=CC=CC=C2Cl)C1,,,
2157,COC1=CC=C(C2=NC(CCNC(=O)N(C)CC3=NC(C4=CC=CS4)=NO3)=CO2)C=C1,,,
2158,COC1=CC=CC=C1CCNC(=O)CNC1=NC2=C(COCC2)S1,,,
2159,COC(=O)C1COCCN1C(=O)CN1C=CN=C1C,,,
2160,CCC1CN(C(=O)C2=C(C)C=CS2)CCC1NC(=O)C1(C2=CC=CC=C2)CC1,,,
2161,CC1=CC(C)=C(C(=O)NC2(CNC(=O)C(C)N3C=CC=C3)CCCC2)S1,,,
2162,CC1=CC=C2SC(N3CC4(CCC4)C3C(C)C)=NC2=C1C,,,
2163,CCC1=NC2=CC=CC=C2N1CC1=NOC(CCC2=NC=C(C3=CC=C(F)C=C3F)O2)=N1,,,
2164,CC1=NC(C(=O)NC2=NN(C(C)(C)C)C=C2C#N)=NN1C1=CC=CC=C1C(C)C,,,
2165,CC1=CC=CC(NC2CCN(C3=NN=C(C(N)=O)N3CC3=CC=CS3)CC2)=C1,,,
2166,CCN(CC)CCN(CCOC)C(=O)C1=CC=C(C(=O)N2CCOCC2)C=C1,,,
2167,CCC(SC1=CC=CC=C1)C(=O)NC1(C(N)=O)C2CC3CC(C2)CC1C3,,,
2168,O=C(NC1CCC2=CC(Br)=CC=C21)C1=CC(C(F)(F)F)=CN=C1,,,
2169,O=C(NCC(O)CC1=CC=CC(Cl)=C1)C(F)C1CCOCC1,,,
2170,CCC(NC(=O)C1=C(C)N(C2=CN(C)N=C2)C(C)=C1)(C(N)=O)C(C)C,,,
2171,CC1=CC(CN2CCC(N(C)C(=O)C3=CC=CN=C3OCC(C)C)CC2)=NO1,,,
2172,CC1=NOC(=O)C2=CC=C(NC(=O)C3=C(NC(=O)CC4=CC=C(Br)C=C4)C=CS3)C=C12,,,
2173,CC1(C(=O)N2CCCC(CNC(=O)CCC3=COC=C3)C2)CCC2=CC=CC=C21,,,
2174,C1=CC=C(COC2CC(N[C@@H]3CCO[C@@H](C4=CC=CC=N4)C3)C2)C=C1,,,
2175,O=C(NC1=CC=CC(C(=O)N2CCSCC2)=C1)NC1CC(=O)N(CC2CC2)C1,,,
2176,CC(C)(C)N1C=C(CNC(=O)NCC2=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3O2)C(=O)[NH]C1=O,,,
2177,CC1=NC(C)=C(CC(=O)NC2(CNC(=O)C3=CSC=N3)CCCC2)C(=O)[NH]1,,,
2178,CCC(COCC(F)(F)F)NS(=O)(=O)C1=CC=CC(C2=NN=NN2C)=C1,,,
2179,CC1=NN(C)C(C)=C1[C@@H]1[C@@H](NC(=O)NCC2=NC(C3=CC=CC=N3)=N[NH]2)CC(=O)N1C,,,
2180,CC1=CC(=O)C(COC(=O)C2=CN(C)N=C2C2=CC=CN=C2)=N[NH]1,,,
2181,CC(C)C1=NN(C)C(Cl)=C1CNCC1=CC(S(C)(=O)=O)=CC=C1F,,,
2182,C(=C1CCOC1)C1=CC=C(CN2C=CC=N2)C=C1,,,
2183,CCC1=COC(NC(=O)C2=CC=C(COC3=CC=C(C#N)C=C3)O2)=N1,,,
2184,CC1=C(C2=NC(CC3COC4=CC=CC=C4O3)=NO2)C=NN1CCC#N,,,
2185,CN(C(=O)C1=CC2=CC(Br)=CC=C2OC1)C1(CNC(=O)OC(C)(C)C)CCCCC1,,,
2186,CN(CC1=CC=C(S(C)(=O)=O)C=C1)CC1=CN(C)C=C1,,,
2187,CC1=CC2=C(C=C(C(=O)NCCC3=CC(Cl)=C4OCCOC4=C3)N2CC2CC2)S1,,,
2188,CC(C(N)=O)N1CCC2(CCN(C(=O)C3=CN=C(C4CC4)[NH]C3=O)CC2)CC1,,,
2189,CCCN(CC1=CC=C(C)C=C1)C(=O)COC(=O)C1SCCC2=C1C=CS2,,,
2190,CN(CCN(C)C(=O)CCC1CCCO1)CC1=NN=NN1C1CC1,,,
2191,CCS(=O)(CC)=NS(=O)(=O)N1CC(COC(F)F)C1,,,
2192,CCCCC1=NOC(COC(=O)CSC2CC2)=N1,,,
2193,CCN(CC)C(=O)C(C)S(=O)(=O)CC1=CSC=C1,,,
2194,N#CC1(CC2=CN(CC(=O)N3CCC4OCCCC4C3)N=N2)CCCCC1,,,
2195,CC(C)C1=CC(O)=CC(CNC2=CC(F)=C(N3CCOCC3)C=C2F)=C1,,,
2196,CC(C)(C)C(CNC1=NC=CN=C1C#N)NC(=O)C1=CSC(C2CC2)=N1,,,
2197,CC1=NN=C(COCC(=O)NC2(C)CCN(C(=O)[C@@H]3C[C@H]3C3=CC=CO3)CC2)S1,,,
2198,CC1=COC(C2=CC(NC(=O)N(C)C(C)CC#N)=CC=C2)=N1,,,
2199,CC1CCN(C(=O)OC(C)(C)C)C(C)C1NC(=O)C1=C(Cl)C(Cl)=NS1,,,
2200,COCC1(CO)CCN(S(=O)(=O)C2=C(O)C=CC=C2OC)C1,,,
2201,CCCCC(CCC)OC(=O)C1(CCO)CC1,,,
2202,CCOC1CC(N(C)CC2=C(Cl)N=C(OC)N2C)C1(C)C,,,
2203,CC1=CC=CC(C2(C3=NOC(C4=CC=C(S(=O)(=O)N5CCNC(=O)C5)C=C4)=N3)CC2)=C1,,,
2204,CCC(CC)(CNS(=O)(=O)C1=CC=CC2=C1CCCC2)SC,,,
2205,CCCC(O)(CCC)CC(=O)NC1=CC=C2N=CN(C)C(=O)C2=C1,,,
2206,CCC(OC1CCCCC1)C(=O)N1CCC(CCNC(=O)C2CCCO2)CC1,,,
2207,CC(C)C1=C(C2=CC=CC=C2)N=C(NC(=O)NCC2CCN(S(=O)(=O)C(F)(F)F)CC2)S1,,,
2208,COCCN(CC1=C(C)N(C)N=C1C)C1=CC(C(C)C)=NC2=NC=NN12,,,
2209,CC(C)(C)C1=NN=C(COC(=O)C2=CC(C3=CC=CC=C3Cl)=NO2)O1,,,
2210,CC1=NC=CN1C1=CC=C(NC(=O)C2=CN=C(CC3CCNCC3)S2)C=N1,,,
2211,CSC1=CN=CC(N2C[C@@H]3CCCC[C@@H]32)=N1,,,
2212,CN(C)CCN(CC1=CC=CO1)C1=CC=NC(C(C)(C)C)=N1,,,
2213,CCC1(NCC2=CN=CC(OC)=C2C)CCOCC1,,,
2214,CC1=CC=CC=C1C1=CC=CC(CN2CCOC3(CNC3)C2)=C1,,,
2215,CC1CN(C(=O)C2=NN3C=CC=NC3=C2Cl)C(C)(C)C(C(F)(F)F)O1,,,
2216,CCN1N=C(C2=NC(C3=CC=C(N4C=C(Cl)C=N4)C(F)=C3)=NO2)C2=CC=CC=C2C1=O,,,
2217,COCC1(C)CN(C(=O)C2(CC3=CC=C(F)C=C3)CCCC2)C1,,,
2218,ClC1=CC=C(C=CCN2CCC3(CCCO3)CC2)C=C1,,,
2219,CC(C(=O)N1C[C@H]2[C@H](NC(=O)C3=CC=NN3C)[C@H]2C1)N1C=CC=C1,,,
2220,COC1CCCC1NCC(C)SC1=CC=CC=C1,,,
2221,CC1CN(C(=O)C(C)N(C(=O)OC(C)(C)C)C2CC2)CCN1C(=O)CC1=CC=CC(Cl)=C1,,,
2222,CC(C)NC(=O)OC1CN(C(=O)NC2=CN=C(C3=CC=C(Br)S3)N=C2)C1,,,
2223,OCC1(SCC2=CC=CC3=C2OCCO3)CCCCC1,,,
2224,CC(=O)C1=CC(Br)=CC=C1OCC1=NC(CC(=O)NCC2=CC=CO2)=NO1,,,
2225,CCCC(C)(CC)C(=O)NCC(O)CNC(=O)C1CCN(C)CC1,,,
2226,CC(O)(CNC(=O)CSCC1=CC=C(C#N)C=C1)C1=CC=CO1,,,
2227,C[C@H]1CC(=O)N[C@@H](C(=O)NC2=NC(C3=CC=CC=C3C(F)(F)F)=CS2)C1,,,
2228,O=C1CC(C2=CC(NC(=O)C3=CC(N4CCOC4=O)=CC=C3F)=CC=C2)CN1,,,
2229,O=C(CCC1=CC=C2C=CC=CC2=C1O)NC1=CN(CC2=CC=CC=C2)C(=O)C=C1,,,
2230,ClC1=CC=C(CCNC2=CC=C(Br)C=C2)C=C1,,,
2231,CSC(C(=O)NC1=CC=CN=C1NC(C)=O)C(C)C,,,
2232,O=C(CC1COC(=O)C1)NCC1CCN(CC2=NOC(C3=CC=CO3)=C2)CC1,,,
2233,CC(C)(C)C(COC1=CC=CC=C1F)NC(=O)C1=CC=CC(OC2=CN=CC=N2)=C1,,,
2234,CC1=NC2=NC(S(=O)(=O)CC(=O)NCC3=CC=CC=C3COC(C)C)=NN2C(C)=C1,,,
2235,CCSC1=CC=C(Cl)C=C1NC(C)C(=O)NC1=C(C(N)=O)C=CS1,,,
2236,O=C(CCC1=CC(F)=CN=C1)O[C@H]1C[C@@H](C(=O)OCC2=CC=CC=C2)C1,,,
2237,CCC1CCC(C(=O)N[C@H]2C[C@H](NC(=O)C34CCC(CC3)CC4)C2)O1,,,
2238,COC1=CC=C(CCNC(=O)C2=NN3C=CC=NC3=C2Cl)C(OC)=C1OC,,,
2239,CC(C)CC1OCCCC1NC(=O)NC1=CC=C2C(=O)NCCC2=C1,,,
2240,CN1N=CC2=C1N=C(CCC(=O)NC(C1=CC=CC=C1)C1(O)CCC1)[NH]C2=O,,,
2241,CSC1(CN2CC(C)(C)C2C2CC2)CCC1,,,
2242,CCC1=NOC(CC)=C1CNC(=O)C1=C(C)OCC1,,,
2243,O=C1[NH]C2=C(C=C(S(=O)(=O)NCCC3=CC=C(Br)S3)C(Br)=C2)[NH]1,,,
2244,COC(=O)NCCC1=CC=C(S(=O)(=O)NC(=O)C2=CC=CN2CC2=CC=CC=C2)S1,,,
2245,O=C(NC1=NN(CC(F)F)C=C1)C1=CC=CC2=CN=CC=C12,,,
2246,CCCC1=CC(C(=O)NC(C2=NC=C(C)S2)C2CC2)=CC(=O)[NH]1,,,
2247,CCC1CC(C)CN1C(=O)[C@@H]1[C@H]2CNC[C@H]21,,,
2248,CCN(CCNC(=O)CC(C)(C)C1=CC=CC=C1)C1=NC=CN=C1C#N,,,
2249,O=C(C1=C2N=CC(Br)=CN2N=C1)N1[C@H](CO)C[C@@H]2CCCC[C@@H]21,,,
2250,CCCCC(CNC(=O)C1=C(C)C=C(C)S1)NC(=O)CN(C)C(C)=O,,,
2251,CCOC(=O)C(CCC1=CC=CC=C1)N1N=NC(C2=CC=C(F)C=C2)=N1,,,
2252,CC1=CC(C(=O)N2CCOCC2)=CC=C1N(C)C(=O)CC1OCCC2=C1SC=C2,,,
2253,CC1(NCC2=CN=C(N3CCOCC3)S2)CCOC1C1CC1,,,
2254,O=C(C1=CC=CC2=C1OC(F)(F)O2)N1C=CC=CC1=NC1=CC=CC=C1,,,
2255,CCOC(=O)C(CC1=CC=CC2=CC=CC=C12)NCC(=O)NCC1(C2=CC=CC=C2)CCOCC1,,,
2256,CCC1=NN(C)C(Cl)=C1CN1CCN(CC2=NN3CCCC3=C2)CC1,,,
2257,FC(F)(F)C1=CC=CC2=C1CN(C[C@@H]1C[C@H]1C1=CC=CC=C1)CC2,,,
2258,CC(NC(=O)CC1CCC(=O)N1)C1CCN(C(=O)C2=CC(Cl)=NO2)CC1,,,
2259,COC1CCN(S(=O)(=O)N2CCC(NC(=O)C(C)C)CC2)CC1,,,
2260,CC1=CC(C(=O)NCC2=CC=C(C3=CC=C(Cl)C=C3)C=C2F)=C(C)N1NC(N)=O,,,
2261,CC1(C)CNC1CNC(=O)C1=C(N)C=CO1,,,
2262,N#CCCN(C(=O)C1CC2=CC=CC=C2S1)C12CC3CC(CC(C3)C1)C2,,,
2263,O=C(C1=CC(C2CC2)=NO1)N1CC(OC2=NC=CC=N2)C1,,,
2264,CC1=CC(N(C)S(=O)(=O)CC(C)(C)C(C)C)=CC=C1,,,
2265,CC1=CC=C(NS(C)(=O)=O)C(C(=O)NC(C)C2=CC=CC(N3CCCC3)=C2)=C1,,,
2266,CN1CCN(C(=O)CC(C)(C)C2=CC=C(F)C=C2)CC1CO,,,
2267,COC1=CC=CC(C(CNC2CCN(C(=O)C3=CC=CC(C)=C3)CC2)OC)=C1,,,
2268,O=C(NC1=CC=C(C2=CC=CO2)C=C1F)C1(S(=O)(=O)C2=CC=CC=C2)CC1,,,
2269,O=C(CSC(F)F)NC[C@@H]1CCC[C@H](CO)C1,,,
2270,CCC(CC)C(CCNC(=O)N1CCCC1C(=O)N(CC)CC)OC,,,
2271,CC1=C(CS(=O)CC(=O)NCC(C)C)C(C)=CC(C(C)(C)C)=C1,,,
2272,COC1=CC=C(C2(C(=O)N[C@@H]3C[C@H]3C3=CC=C(Cl)C(Cl)=C3)CCOCC2)C=C1,,,
2273,CN(CC(C)(C)CN1CCOCC1)C(=O)CN1C=NC(Br)=C1,,,
2274,O=C(NC(CC1=CC=CC=C1)C1=N[NH]C(=O)[NH]1)C1=NN(C2=CC=CC=C2)C(C2CC2)=N1,,,
2275,CCOC(=O)CC1(CNC(=O)C(C)(C)N2C=C(C)C(C(F)(F)F)=N2)CCCCC1,,,
2276,CC(=CC1=CC=CO1)C1=NC(CC(=O)N2CCSCC2)=NO1,,,
2277,CC1=CC=CC2=C1[NH]C=C2CCNC(=O)NC1=CC=CC(N(CC(N)=O)CC2=CC=CC=C2)=C1,,,
2278,CCC1=CC=C(C(=O)OCC2=CC=C3[NH]N=NC3=C2)C=C1S(=O)(=O)N1CCOCC1,,,
2279,CCN1CCN(C(C)CNC(=O)C2=CC=CC=C2N(C)S(C)(=O)=O)CC1,,,
2280,CC(CNC(=O)C1=CN=C2[NH]C=CC2=C1)N(C)C(=O)CCOC1CCOCC1,,,
2281,CC(NC(=O)C1(N2C=CC=N2)CCNCC1)C(O)C1=CC=C(F)C=C1,,,
2282,CCC(CC#N)NC(=O)C(C)(C)N1CCOCC1,,,
2283,CC(CNC(=O)CCC1=CC=C2[NH]C=CC2=C1)CNC(=O)C1CC1C1CCCC1,,,
2284,CC1=NC=CC(CCC(=O)NC2(C)CCN(C(=O)COC3CCOC3)CC2)=N1,,,
2285,CC(C)C1=C[NH]C(SC2=CC(N3C=CN=C3)=NC=N2)=N1,,,
2286,CN1N=CC(CN2CCCC(C3CCCCN3C(=O)C3=N[NH]C4=C3CCC4)C2)=N1,,,
2287,COC1=CC=NC=C1COC1=CC=CC=C1C1=CC=NN1C,,,
2288,O=C(NC1=NN=C2C=CC(Br)=CN12)C1=CC=C2C=CC=NC2=N1,,,
2289,CS(=O)(=O)CCC(NS(=O)(=O)C1=CC=C(Cl)C=C1)C(=O)NC1CCC2=C(C1)N=C[NH]2,,,
2290,COC(=O)CC1=C(C(=O)OCC2=CC=C3OC(C)(C)CC3=C2)C(C)=CO1,,,
2291,CC1=N[NH]C(=O)C(C(=O)NCC(O)CNC(=O)C2CCOC2)=C1C,,,
2292,CCOC(=O)CN(CC1CCC(=O)O1)C1CC1,,,
2293,O=C(NCC(O)CNC(=O)C1(C2CCC2)CCC1)C1=NC=C2C=CC=CN12,,,
2294,CN(CC(F)(F)F)C1=NN=C(C2=CC=CN=C2)N1CC1CC2=CC=CC=C2O1,,,
2295,CCCN1CCCN(CC2=CC3=CC(Br)=CC=C3OC2)CC1=O,,,
2296,CC(C)(C)OC(=O)NCC1=CC(C2=CC=C(O)C=C2C#N)=CS1,,,
2297,CC(C)(C)C1=NC(COC(=O)C(F)C2=CC=C(C(F)(F)F)C=C2)=N[NH]1,,,
2298,CC1=CC=C(C2(C(=O)N3CCC(C4CCCN4CCF)CC3)CCC2)C=C1,,,
2299,CN(CC1=NOC=C1)C(=O)NC1=CC=C2C=C[NH]C2=C1,,,
2300,CN(CC1=CC=C(F)C=C1Br)C(=O)C1=CC=C(C2=N[NH]C=C2)S1,,,
2301,CCC1=C(C(=O)N(C)CCNC(=O)C2(CC3=CC=C(F)C=C3)CC2)SN=N1,,,
2302,CCC1(CC)C(NC2CCC3=CC=C(OC)C=C3C2)C(C)C1OC,,,
2303,CCN1N=NN=C1NC(=O)N(C)CCN(C)C1=CC=C(S(N)(=O)=O)C=C1,,,
2304,CC1=CC(C(=O)NC2CN(C(=O)C3C(C)(C)C3(C)C)CC2C)=C(C)S1,,,
2305,CCN1C(N(C)C2CC(C)OC(C)C2)=NN=C1C1(OC)CCOCC1,,,
2306,CC1(C)COCCN1CCNC1=NC(N)=C2C=NN(C(C)(C)C)C2=N1,,,
2307,CC(C)CN(CC1=CN(C)N=C1)C(=O)NC(C)CN1CCCC1=O,,,
2308,OCC(CNCC(O)CN1C=CC=N1)C1CCOC1,,,
2309,CCN1N=C(C)C(C(=O)N2CC(NC(=O)CN3C=C(C4CC4)C=N3)C2)=C1Cl,,,
2310,CCC(CN(C)C)OC(=O)C1=N[NH]C(C2CC2)=C1,,,
2311,CC(C)C1=CC=C(C(C)C)C(S(=O)(=O)N2CCC3=C(C=C(S(N)(=O)=O)S3)C2)=C1,,,
2312,CC(CC1=CSC=C1)NC(C)C1CCC(F)(F)CC1,,,
