,SMILES,bace,esol,logD
7059,CC(C)N1N=CN=C1CNC1=NN=C(C(F)F)[NH]1,,,
7060,CC1=CC=CC(C2=CCN(C3=NN=C(C4=NOC(C(F)(F)F)=N4)N3C)CC2)=C1,,,
7061,CCOC(=O)C1=CC(Cl)=NN=C1NCC1(C2=CC=CC=N2)CC1,,,
7062,CCC1(CC)CN(S(=O)(=O)C2=C(C)C3=CC(F)=CC=C3O2)CCS1,,,
7063,CC1=NC2=C(C(=O)NCC3=CN(C4CN(CCCF)C4)N=N3)C=NN2C(C)=C1,,,
7064,CCC1=CN=C(CN(C)C2=NN=C(CC(C)C)N2CC2=C(C)N(C)N=C2)S1,,,
7065,COC(=O)NCC(=O)N1CCC2(CC1)CC2NC(=O)CCCC1CCCCC1,,,
7066,COC(=O)C1CC2=CC=CC=C2N(CC2=CC=C(N3C=CC(C)=N3)C=C2C)C1,,,
7067,O=C1CC(CC(=O)OC(C(=O)C2CC2)C2=CC=CC=C2F)CO1,,,
7068,CC1CCN(CC2CCCN(C(=O)CC3CC(=O)NC4=CC=CC=C43)C2)CC1,,,
7069,CC1=NC=CN1CC(=O)N(C)CCCN(C)C(=O)CC1=N[NH]C=N1,,,
7070,CC1=C(Br)C=NC(CNCC(C)CN2C=CN=C2)=C1,,,
7071,CN(C)C(=O)C1=CC=CC=C1CN1CCOC(C2CC2)(C2CC2)C1,,,
7072,CCC(C)(C)NC(=O)C(SC1=NN=C(C2CC2)[NH]1)C(C)C,,,
7073,CC1=C([C@@H]2C[C@H]2C(=O)N2CC(CNC(=O)C3=CC4=NC=CC=C4O3)C2)SC=C1,,,
7074,CC1CN(CC2=C(Cl)OC3=CC=CC=C23)CC2(CCCC2)O1,,,
7075,CCS(=O)(=O)CCN(C)C1=NN=C(COC2=CC(C)=CC=C2)N1CC1(O)CCOCC1,,,
7076,O=C(NCCN1CC2=CC=CC=C2OCC1=O)NC1CCCN(C(=O)CC2=CC=CC=C2)C1,,,
7077,CC1=CC=C(N2CCOC2=O)C=C1NC(C)C1=CN=NN1C1=CC=CC=C1,,,
7078,CCOC1=CC2=C(C=C1OCC)CN(C(=O)NCC1=NN=C(C)S1)CC2,,,
7079,CC1=NSC(C(=O)NC2CC(CN)C2)=C1,,,
7080,COC1=CC=C(OC)C2=C1N=C(NCC1=CC=C(F)C=C1CSC)S2,,,
7081,CC12CCCC1NC(=O)N(C1CC(=O)N(C3=C(F)C=CC=C3F)C1)C2=O,,,
7082,CCC(CC(F)F)C(=O)NC1(CNC(=O)C(C)NC(=O)C2=COC=C2)CCC1,,,
7083,CC(C)(C)O[C@H]1C[C@@H](C(=O)NCC2=NN(C3=CC=CC=C3)N=C2)C1,,,
7084,CC1=CC=C(C(=O)NC(C2=CC=C3OCCOC3=C2)C2CC2)C=C1NC(=O)OC(C)(C)C,,,
7085,CNC(=O)C1=CC=C(CN(C)CC2=C(Cl)N=C(Cl)S2)C=C1,,,
7086,CC1=C(NC(=O)C(C)OC(=O)C(C)OC2=CC=CC(C#N)=C2)C(Cl)=CC=C1,,,
7087,COC(=O)[C@@H]1CN(C(=O)NC2=CC=C(C(F)(F)F)C=C2OC)C[C@H]1C1CC1,,,
7088,COC(=O)C1=CC(NC(=O)NC2=CC=CC3=C2CCN3C(=O)OC(C)(C)C)=CC(S(C)(=O)=O)=C1,,,
7089,CC1=CN2N=CC(C(=O)NC3=NN=C4[NH]C=NN34)=C2N=C1,,,
7090,O=C(CN1N=C(C(F)F)C=C1C(F)F)NS(=O)(=O)C1CCNC1,,,
7091,COC1=CC=C(CC(=O)NCC2=CC=C(C(=O)N3C4CCC3CC(OC3=CC=CC=C3)C4)C=C2)C=C1,,,
7092,CCC1CN(C(=O)NCC(C(C)C)N2CCN(C)CC2)C(CC)CN1C(C)=O,,,
7093,CCC1(CC)C(NC(=O)C2=NN(C)C(C3=CC=C(OC)C(OC)=C3)=C2)C(C)C1OC,,,
7094,CC1=CC=C(CNCC2(C(F)(F)F)CC2)C(C)=C1,,,
7095,CC(C)CC(=O)NC1=CC=C(Cl)C(C(=O)N2CCO[C@@H]3CN(C(=O)OC(C)(C)C)C[C@@H]32)=C1,,,
7096,CC1=CC=C(CN(CC2CCCO2)C(=O)C2=C3N[C@H](C)C[C@H](C(F)F)N3N=C2)C(Br)=C1,,,
7097,CCCN(C(=O)NC1=CC=C(N2N=NC=C2C)C=C1)C(CC)C1=CC=CC=C1,,,
7098,CCC1CN2CCCC2CN1C1CCN(C2=CC=CC=C2OC)C1=O,,,
7099,CC1=CC=CN2C=C(CN3CCSC(C)C3C3=CC=CC=C3)N=C12,,,
7100,CC1=NON=C1CSC1CCC(C)(C)CC1,,,
7101,CC(NC(=O)C1=CN=C2C(F)=CC=CC2=C1)C1CCN(C(=O)CC2=CC=CO2)C1,,,
7102,O=C(O)C1CC2(CCCC2)CN1CC1=CN2C=CC=CC2=N1,,,
7103,O=C(NC1=NN(CC(F)(F)F)C=C1Cl)C1CCCN1CC1=CC=C(Cl)C=C1,,,
7104,CC1=CC(F)=CC=C1CCNC1[C@@H]2CCO[C@@H]2C1(C)C,,,
7105,CCN1C=C(C(=O)NC2CCN(CC3=CN=C(C)S3)C(C)C2)C2=CC=CC=C21,,,
7106,O=C1CCCN1CC(NC(=O)N(CCC1=CC=CC=C1)C1CCOC1)C1=CC=CC=C1,,,
7107,CCN1CCOC(C(=O)NC2=NC(C3=C(C)N=C(C)S3)=CS2)C1,,,
7108,CCC1COCC1NCCC1=NC(C2=CC=CC=C2)=C(C)S1,,,
7109,CC1=CC(C(NC(=O)NCC(O)COCC(C)C)C(F)(F)F)=CC=C1,,,
7110,CC1=CC=C2C(=O)C(C(=O)OC(C)CNC(=O)OC(C)(C)C)=CN(C)C2=N1,,,
7111,CC1=CC=C(C(O)(CC(=O)N2CCN(CC(O)COC3=CC=CC=C3)CC2)C(F)(F)F)O1,,,
7112,CC(=O)C1=CN(C)C(C2=NC(C(C)(C)C3=CC=CC(Cl)=C3F)=NO2)=C1,,,
7113,CC(C)C1=CC=NC(N2CCN(C3=CC=NC4=C3CCCC4)CC2)=N1,,,
7114,COC(C)C1=NC(COC(=O)C(CCC(C)C)NC(C)=O)=CS1,,,
7115,COC1=CC=C2C=C(C(=O)N3CCC[C@H]3C(=O)N=S(C)(C)=O)N(C)C2=C1,,,
7116,COC1=CC=CC(C2(C(=O)NC3=CC(N4CCCCC4)=CC=C3C)CC2)=C1,,,
7117,CC(C)CCN(CCC(C)C)S(=O)(=O)N1CCC(CCC(C)(C)C)C1,,,
7118,CC1=CC(Br)=C(C(=O)N(C2CC2)C(C)C2CC2)S1,,,
7119,N#CC1=C(N)N(C2=CC=C(C(=O)N3CCN4C=CC=C4C3C3=CC=CC=C3)C=C2)N=C1,,,
7120,CN1N=CN=C1C1(O)CN(C2=CC=C(C3=C(F)C=CC=C3F)N=N2)C1,,,
7121,O=C(OCC1=NN=NN1CC1CCOCC1)C1=C(C(F)(F)F)N(C2=CC=CC=N2)N=C1,,,
7122,CCOC1=CC=C(CCN(C)C(=O)C2=CC(C3=CC=C(C)C=C3)=NO2)C=C1,,,
7123,CCN1N=CC=C1CNC(CCO)CC(C)C,,,
7124,CCN(CC1=CC=CC=C1)S(=O)(=O)N1CCN2C(=O)CCC21C,,,
7125,CCC(C)CCC(O)CC(=O)N1CCC(CC2=CC=CC=C2F)CC1,,,
7126,CN1C=C(Br)C(CNC(=O)CC2=C[NH]N=C2)=N1,,,
7127,CC1=CC(Cl)=CC2=C1OCCCC2NC1CCOC(C2=CN=CN2C)C1,,,
7128,CCCS(=O)(=O)NC1=CC=C(NC2=NC=NC3=C2SC=C3C)C=C1,,,
7129,CC1=CC(N(C)CC2CCN(C(=O)C3=CC=C(C4=N[NH]C=C4)S3)CC2)=NC=N1,,,
7130,CC1OCCC12CN(C(=O)C1(N3C=NN=N3)CCOCC1)CCO2,,,
7131,CC1=NSC=C1C(=O)NCC1CN(C(C)C(=O)NC2=CC=C(Cl)C=C2)C1,,,
7132,CC1=CC(N2C=C(Cl)C=N2)=CC=C1CN1CCN2C(=NN=C2C2=CC=CC=C2)C1,,,
7133,O=C1NC(C(=O)N2C[C@@H]3CN(C(=O)CCC4CCOC4)C[C@@H]3C2)CO1,,,
7134,O=C(CCS(=O)C1CCOCC1)NC1=CC=CC=C1Cl,,,
7135,CCN(CC)CCOC1=CC=C(CNC(=O)NCC2=CC=C(Br)C=C2C)C=C1,,,
7136,CCCC1SCCN1S(=O)(=O)CC(CC(C)C)OC,,,
7137,CC1=C(C)OC(C(=O)N2CCN(C(=O)C3=NN(C)C(C)=C3Cl)CC2)=C1,,,
7138,CCN(CCNC(=O)C1=CC=CC2=C1[NH]N=N2)C(=O)CC1CCC(OC)CC1,,,
7139,CC(=O)NCC(C)(C)C(=O)NC[C@H]1CC[C@H](NC(=O)C2(CCF)CC2)CC1,,,
7140,CC1=CC(CCC(=O)N2CCCN(C(=O)CC(C)CC(C)C)CC2)=NO1,,,
7141,O=C(NC1=CC(C(F)(F)F)=CC=C1Br)N1CCC12COC2,,,
7142,CCCN(CC1(CC#N)CC1)C1CCS(=O)(=O)C1,,,
7143,O=C(N=S1(=O)CCCC1)C1=CC(C2=CC=CC=C2)=NN1C1=CC=CC=C1,,,
7144,CC1=C(Br)C=NN1CC(=O)OCCN1CCOC1=O,,,
7145,COC1=CC=C2C(=C1)CCN(C(=O)C1=NN(C3=CC=CC=C3C(C)C)C(C)=N1)C2C,,,
7146,COC(=O)CCCC1CCCC(NCC(C2=CC=NN2C)C(C)C)C1,,,
7147,CC(CC(=O)NCC(O)CNC(=O)C1=C[NH]N=C1)C1CCCCC1,,,
7148,CC1=C(CNC(=O)C2CC(O)CN2C(=O)CC2=CC=CC=C2F)SC(C2=CC=CC=C2)=N1,,,
7149,O=S(=O)(C1=CN=C2CCCN12)N1CCN([C@@H]2COC[C@H]2O)CC1,,,
7150,CC(C)OCC1=CC=CC=C1CNCC1=CC=CN(C(F)F)C1=O,,,
7151,O=C1CCC2=C(C=C(S(=O)(=O)NCC3=CC(C(F)(F)F)=CN=C3)C(Br)=C2)N1,,,
7152,CC(C1=CN(C2=CC=CC=C2)N=N1)S(=O)(=O)C12CC3CC(CC(C3)C1)C2,,,
7153,O=C(CN1C=NC2=C(C=CS2)C1=O)N1CCN2C=CC=C2C1C1=CC=CC=C1,,,
7154,CN(C)S(=O)(=O)CCC(=O)N[C@H]1C[C@@H](NC(=O)C23CCCN2CCC3)C1,,,
7155,CCN(C(=O)C1=CC(Cl)=C[NH]1)C1CCN(C(=O)C2=CN=C3C=CC=CC3=N2)C1,,,
7156,CC1CCN2N=CC(C(=O)N3CCCN(C(=O)C4=CN=NS4)CC3)=C2C1,,,
7157,O=C(NCCS(=O)(=O)N1CCSCC1)C1CC(=O)N(C2=CC=C3C(=C2)CC2=CC=CC=C23)C1,,,
7158,CC1=CN2C(C(=O)N3CC4=CC=C(CNC(=O)C(C)(C)F)C=C4C3)=CN=C2C=C1,,,
7159,CCOC(C(=O)OC(C)CN1C=CN=C1C)C1CCCC1,,,
7160,CCCN(C)CC(=O)N1CCC[C@H]2CN(CC3=COC(C4=CC=CC=C4)=N3)C[C@H]21,,,
7161,CC(C)C[C@@H](CO)N(C)C(=O)NC1CCN(CC2CCOC2)CC1,,,
7162,CC(C)CCN1C(NC(=O)C2=CC(F)=C(O)C(Cl)=C2)=NC2=CC=CC=C21,,,
7163,COC1=NC=CC=C1C(=O)COC(=O)C1(C#N)CC(C)C1,,,
7164,CC(C)CCOC1=CC=CC=C1CNS(=O)(=O)C1=CC=CC2=C(Cl)C=CN=C12,,,
7165,CC(C)N1C=C(Cl)C(NC(=O)NC2CCC3=C(C2)N=C[NH]3)=N1,,,
7166,CC(C)N1C(=O)N[C@@H]2CN(S(=O)(=O)C3=CC=C(C#N)C=C3C(F)(F)F)CC[C@@H]21,,,
7167,NC(=O)C1=CSC(NC(=O)NC(CO)CC2=CC=C(F)C=C2)=N1,,,
7168,CC1=CC2=C(N3C[C@@H]4CN(C(=O)C5=CC=C6OCCC6=C5)C[C@]4(C)C3)N=CN=C2S1,,,
7169,CC(=O)NC1=CC=CC(CNC2=CC(C)=C(C)C3=NC=CC=C23)=C1,,,
7170,COC1=CC(OC)=CC(C(NC(=O)NC2CCC3=NC(C4=CC=CC=C4)=CN3C2)C2=NC=CN2C)=C1,,,
7171,CC1=CC(C)=C(NC(=O)CNC(=O)CSCC2=CN=C(C3=CC=CC=C3)S2)C(C)=C1,,,
7172,O=C(COCC1CCCO1)NC1CC2CCCC(C1)N2C(=O)CC1(O)CCC1,,,
7173,CC1=CN=C2C=C(C(=O)N3CCC(O)(CNC4=NC=CN=C4F)C3)C=CN12,,,
7174,CC1CC(NC2=CC=C3[NH]N=CC3=C2)C(C)O1,,,
7175,FC1=CC(F)=CC(C2=NSC(N3CCC(OCC4CCOC4)CC3)=N2)=C1,,,
7176,CC1=CC(OC(C)C(=O)N2CCN(CCNC3=NC(C)=NC=C3C)CC2)=CC=C1,,,
7177,CC1=C(C(=O)N2CCCC2)C=CC=C1NC(C)CC1CCC(=O)N1,,,
7178,COC(=O)C1=CC(C)=C(C(=O)NC2(C(F)(F)F)CCC2)O1,,,
7179,CC1=CC(C(=O)N(C(C)C)C2CCCCC2)=C(C(F)(F)F)O1,,,
7180,CC(=O)N[C@@H](C(=O)N[C@H]1CCN(C(=O)C2=C(C)C=CC=C2Cl)C1)C(C)C,,,
7181,O=C1CCN(CCN2C=C(Cl)C=N2)C(=O)N1CC1OCCC2=CC=CC=C21,,,
7182,CC(C)OC1=CC(C(N)=O)=CC=C1NC(=O)NC(CS(=O)(=O)N(C)C)C(F)(F)F,,,
7183,O=C(C1CC2=CC=CC=C21)N1CC(CNC(=O)C2(C3CCCCC3)CC2)C1,,,
7184,CC1CC2(CCOCC2)CN1C(=O)C1=C(CS(=O)(=O)C2=CC=C(Br)C=C2)C=CO1,,,
7185,O=C(N[C@@H]1CC2=CC=CC=C2[C@H]1NC1=NC=CC=N1)C1=CC=CC(C2CCC2)=C1,,,
7186,CC(C(F)F)N1N=C2COCCC2C1=O,,,
7187,CC[C@@H]1CC(=O)N(CC2C3CC4CC(C3)CC2C4)C(=O)N1,,,
7188,COC(C)(C)C1=NOC(CN2CC(CO)OCC2C)=N1,,,
7189,COC1=CC=NC(NC(CNC(=O)CC2=CC(F)=CC=C2F)C(C)(C)C)=N1,,,
7190,CC1=CC(C)=CC(OC2=CC=CC(F)=C2NC(=O)N(C)C(CO)COC(C)C)=C1,,,
7191,COC1=CC=C(CN(CCO)C(=O)NC(C2=CC(SC)=CC=C2)C2=CC=C(F)C(F)=C2)C=C1,,,
7192,O=C(O[C@@H]1COC[C@H]1N1C=CN=N1)C1=CSC(CC2=CC(F)=CC=C2)=N1,,,
7193,CC(C)C1=NN=C(CNC(=O)C2=C[NH]N=C2C2=CC=NC=C2)N1C,,,
7194,CC1=CSC(CN2C(N(CC3=CC=CO3)CC3=CC=CO3)=NN=C2C(C)(C)C)=N1,,,
7195,CC1=CC=C(NC(=O)N(C)C)C(C(=O)NC2=NN=C(C3=CC=C(Cl)C=C3F)S2)=C1,,,
7196,CC(C)C[C@@H]1C[C@H]1C(=O)N1CCCC1CNC(=O)CCNC(N)=O,,,
7197,COC(=O)[C@@H](NC(=O)C[C@@H]1CCC[C@H]1O)[C@@H](C)OC(C)(C)C,,,
7198,CC1=NC(C2CCCN2C(=O)NC2CN(C(=O)OC(C)(C)C)CCC2C)=CC=C1,,,
7199,O=C(N[C@@H]1COCC[C@@H]1NC(=O)C1CC1(F)F)C1=CC(=O)[NH]C(C2CC2)=C1,,,
7200,O=C(NC1=CC=C2OCCC2=C1)N1CCN(CCS(=O)(=O)C2=CC=C(Br)C=C2)CC1,,,
7201,CCC1=CC=C(C(=O)N2CCNC(C3=CC=C(OC)C=C3)C2)C=C1S(=O)(=O)N1CCOCC1,,,
7202,CC(C)CC1=N[NH]C(NC(=O)NC2=CC=C(CCN3CCCCC3)C=C2)=C1,,,
7203,C(=CC1=CC=CC=C1)CCN1CCN(C2=NC=CN=N2)CC1,,,
7204,CC(=O)N1CCN(S(=O)(=O)NC(=O)C2=CN3C(Br)=CN=C3S2)CC1,,,
7205,CN1CC2=CC=CC=C2C1CNC(=O)COC1CCCNC1,,,
7206,COCCN(CC1=CC=C(C)C=C1C)C(=O)NCCS(=O)(=O)N1CCOCC1,,,
7207,CC(C(=O)NCC(C)(C)CC1=CC=CC=C1)C1=CC(F)=CC(F)=C1,,,
7208,CCOC1=CC=NC(N2CCN(C(=O)NCC3=CC=CC=C3S(=O)(=O)N(C)CCO)CC2)=N1,,,
7209,CN(CCNC(=O)C1=CC=C2C=C[NH]C2=N1)C(=O)C1CCN(C)C2=CC=CC=C21,,,
7210,CSC1CCC(N(C)C(=O)CN2C=CC3=CC(Br)=CC=C32)C1,,,
7211,COC1=CC=C(CN(C)C(=O)C2CC(C)(C)OC3=CC=CC=C32)C=C1Cl,,,
7212,CC1=CC=CC([C@@H]2C[C@H]2C(=O)NCC(C)(NC(=O)C2(CCF)CC2)C2CC2)=C1,,,
7213,CC1=NC=CC(N2CCC(C3CCCN3C(=O)CN3CCNC(=O)C3)CC2)=N1,,,
7214,CCOC(=O)C1=NC(CN2C3=CC=CC=C3SCC2C)=CS1,,,
7215,O=C(CN1N=NN=C1C1CC1)NC1CC2=CC=CC=C2C1,,,
7216,CC(NCC12CC3CC(CC(C3)C1)C2)C1=CC=NC=C1,,,
7217,CCCCN(CC)C1=CC=C(C(=O)N2CCCC2C2=NN=C(C)O2)C=C1,,,
7218,ClC1=CC=C(C2=CC=C(N3CCN4CCC3C4)N=N2)S1,,,
7219,CN1C=C(C(=O)OCC(=O)NCCC2=CC=C(OC(F)F)C=C2)C(C(F)(F)F)=C1,,,
7220,CC(CCNS(=O)(=O)C1=CN=C2C(=C1)C=NN2C)N1CCCCC1,,,
7221,CC(C)(CCCC1=CC=CC=C1)C(=O)NC1=CC=C2CNC(=O)C2=C1,,,
7222,N#CC1=CC(F)=C(NCC2(C3=CC=CC=C3)CC2)C(F)=C1,,,
7223,CCO[C@@H]1CCCCC[C@H]1NC(=O)C1=CC(NC(=O)C(C)(C)C)=CC=C1F,,,
7224,CCCC(C)(NC(=O)OC(C)(C)C)C(=O)N1CCN(C(C)C2=CC=C(F)C=C2F)CC1,,,
7225,FC1=CC=C(OC2=CC=C(CN3CCCC3C3CCCOC3)C=N2)C=C1,,,
7226,CCOC(=O)C1=C(CNC(=O)C2CN(C)C(=O)C3=CC=CC=C32)N=C[NH]1,,,
7227,CN1C(=O)C2=C(N=CN2C(C2CCOC2)C(F)(F)F)N(C)C1=O,,,
7228,COC1=CC=CN=C1C(=O)N1CCC[C@H]2CN(C(=O)C3CCC(=O)NC3)C[C@H]21,,,
7229,COC1=CC(F)=C(C(=O)N2CC(CNC(=O)[C@@H]3CCN(C)[C@@H]3C)C2)C(F)=C1,,,
7230,CC(O)C(C)(CNCC1CCC=CO1)CC1=CC=CC=C1,,,
7231,CN(CCCN(C)C(=O)C1=CSC(C(C)(C)C)=N1)CC1=CC=C(F)C=N1,,,
7232,CN(C)CCN(CC1=CC=CO1)C(=O)CN1C(COC2=CC=C(Cl)C=C2)=NC2=CC=CC=C21,,,
7233,CN(C)CCN(CC1=CC=CC=N1)C(=O)NCC1=NN(C)C(C2CC2)=C1,,,
7234,CC(C)(C)C1=CC=C(CSCC(=O)N2CC(C)(C)[C@H]3COC[C@H]32)C=C1,,,
7235,CC(C)C1CN(C(=O)C2SCCCS2)CCN1,,,
7236,CS(=O)(=O)C1=CC(COC(=O)C2=CC=NC3=C2C=C[NH]3)=CC(C(F)(F)F)=C1,,,
7237,CCC1=CC=CC=C1OCCC(=O)NC(C)C1CCN(C2=NC=C(F)C=N2)C1,,,
7238,O=C(NC1=NC(C2CCNCC2)=CS1)C1=NOC2=C1CCCC2,,,
7239,CCN(CCNC(=O)C1=CN=CN1C)CC1=C(C)C=CC=C1C,,,
7240,CC(=O)N(CC1=NOC(C(C)C)=N1)C1CCN(C(=O)C2=CC=CN=C2SC2=CC=C(C)C(C)=C2)C1,,,
7241,CC1=COC(C)=C1C(=O)N1CC(O)(CNC(=O)C2=CC=CN2C(C)C)C1,,,
7242,CC1=CC=C(C2(CNCC3=CC4=CC=CC=C4[NH]3)CCC2)C=C1C,,,
7243,O=C(C1=CC(F)=CC2=C1N=N[NH]2)N1CCC(O)(C2=CC=CC=C2C(F)(F)F)CC1,,,
7244,O=C(C1=COC(C2=CC=C(Br)C=C2F)=N1)N1CCC2=C(C1)N=NN2C1=CC=CC=C1,,,
7245,O=C1OC2(CCC2)C(C(=O)NCC2SCCC3=CC=CC=C32)C2=CC=CC=C12,,,
7246,CCC(CC)(CC)C(=O)NCC(C)N(C)CC1=CC=C(CO)C=C1,,,
7247,O[C@@H]1CN(C2CCCC2)C[C@H]1F,,,
7248,COC(C(=O)NCC1(C)CCN(C(=O)C2=CN=C3C(=C2)C=NN3C)CC1)C1CC1,,,
7249,CCC1=NC(CN(CC2=CN(C)N=C2)C2=CC=CC=C2)=N[NH]1,,,
7250,CC1CCC(C(=O)O)N(C(=O)NCC2=CC=CC=C2C2=CC=NC=C2)C1,,,
7251,CN1C=NC2=C1CCN(CC1(O)CCC(C3=CC=CC=C3)CC1)C2,,,
7252,COC1=CC(C2=NC(C3=CN=C(C4CC4)N=C3N)=NO2)=CC=C1OCC1=CSC=N1,,,
7253,O=C(CN1C(=O)CCCC2=CC=CC=C21)NS(=O)(=O)C1=CC(Cl)=CC2=C1OCC2,,,
7254,CC1=NC=CN=C1CN1C=NC(C(C)(C)C)=C1,,,
7255,O=C(C1=NOC(C2=CC(O)=CC=C2)=C1)N1CCOCCN1,,,
7256,CC1=C(C(=O)N[C@@H]2CCCC[C@H]2NC(=O)CC2NC(=O)C3=CC=CC=C32)SN=N1,,,
7257,CCOC(=O)C(CC)(CC)CNC(=O)C1=CC=CC2=C1C(=O)[NH]C=N2,,,
7258,CC(OC(=O)CSC(C1=CC=CC=C1)C1=CC=C(Cl)C=C1)C(=O)NC1=CC=C2[NH]C(=O)[NH]C2=C1,,,
7259,CC(C)C1=CC=CC(N(CCO)CC2=NC=NN2CCF)=C1,,,
7260,O=C(C1CCC(=O)N(C2=CC(F)=CC=C2)C1)N1CCC([C@@H]2OCC[C@H]2NC(=O)C(F)(F)F)CC1,,,
7261,CC1=CC(C)=C(C(=O)NCC2(C)CCN(C(=O)C3CCC(C)(C)C3)CC2)O1,,,
7262,CC1=CSC(N2CCN(C(C)C3=NN=C(C4=CC=C(C)C(C)=C4)O3)CC2C)=N1,,,
7263,CC(=O)NCC(NC(=O)CCNC(=O)C1=CSC=C1)C(C)(C)C,,,
7264,CCC1=NN=C(CN2C(=O)N(C)C(=O)C3=CC=CC=C32)S1,,,
7265,CN1C=NN=C1C1=CN=CC(NS(=O)(=O)C2=CC=CC=C2CN2C=NC=N2)=C1,,,
7266,CS(=O)(=O)C1=CC=C(NC(CC2=CC=CC=C2)C(F)(F)F)N=C1,,,
7267,O=C(CCC1=CN(C2=CC=CC=C2)N=C1)NC1=N[NH]C2=C1CNCC2,,,
7268,CC1=CC(C)=C(CCNC(=O)C2CNC(=O)CN2)C(C)=C1,,,
7269,CCN(C(=O)C12CC3CC(CC(C3)C1)C2)C1=CC=CC=C1Cl,,,
7270,CC1=NC(C(=O)N2CC(NC(=O)CSC(C)C)C2)=C[NH]1,,,
7271,CCOC(=O)NC(C1=NN=C(C2=CC3=CC=CC(OC)=C3O2)O1)C(C)C,,,
7272,O=C(NC1=N[NH]C2=C1CNCC2)C(F)(F)C1CCOCC1,,,
7273,CCN1N=CC=C1C(=O)NCCC(C)(C)C1=CC=CC=C1,,,
7274,CCCC(=O)NCC(C)N(C)C(=O)C(C)NC(=O)CC,,,
7275,O=C(CSC1=CC=CC2=CC=CC(Cl)=C12)N(CCCO)S(=O)(=O)C1=CC=CS1,,,
7276,CC(C)C1CCN1C(=O)CC(CC(=O)N1CCC1C(C)C)C1=CC=C(Cl)C=C1,,,
7277,CC(C)C1=CC(N(C)CCNC(=O)C2=CN(CC(N)=O)N=N2)=NC=N1,,,
7278,CCC(CN(C)C1=NC=NC2=CN=CC=C12)OC1=CC=C(Cl)C(Cl)=C1,,,
7279,CCN(CC)CCN1C=CC2=CC(NC(=O)C3(C4=CC=CC=C4)CCC(=O)NC3)=CC=C21,,,
7280,CCC(NC(=O)CC1=C(C)N=C2C(=C1C)C(C)=NN2C)C1=NOC(C)=N1,,,
7281,ClC1=NC(NCCC2=NN(C3=CC=CC=C3)N=C2)=C2COCCC2=N1,,,
7282,CC1=CC=C(N2CCCC[C@H]2CNC(=O)C2=NN(C(F)F)C=C2)N=N1,,,
7283,CCC1=C(C(=O)OC)SC(NC(=O)N2CCCCC2CNC(=O)C2=CC=CC=C2)=C1,,,
7284,CC1=C(Cl)C=CC=C1NC(=O)CCNC(=O)C1(CC2=CC=CC=C2Br)CC1,,,
7285,O=C(OC1=CC2=CC(F)=CC=C2N=C1)C1CCCN2C=C(C(F)(F)F)N=C12,,,
7286,CCCC1=NC(C(=O)N2CCC3C(C2)NC(=O)N3C2CCN(CC)CC2)=CO1,,,
7287,CCC1=CC(N2CCC(OC3=CC=C(C(F)(F)F)C=N3)CC2)=NC(C2=CC=NC=C2)=N1,,,
7288,O=C(C1=CC(Br)=C[NH]1)N1CCC(NC2=NC(C3CC3)=NS2)CC1,,,
7289,CCN(C(=O)C1=CN=C(C(C)C)S1)C1CCN(C(=O)CCCC(=O)NC)C1,,,
7290,CC1=NOC(C)=C1CC(=O)N[C@H]1[C@@H]2CN(C(=O)CC3=C4C=CC=CN4N=C3)C[C@@H]21,,,
7291,CCN1C(C2=CC=C(C#N)N2C)=NN=C1N1CCN2N=C(C)N=C2C1,,,
7292,N#CC1=CC=CN=C1N1C[C@@H]2C[C@H]1CN2C(=O)C1=CC2=C(CCCC2)[NH]C1=O,,,
7293,CC(COC1=CC=CC=C1C(F)(F)F)NC(=O)CN1C(=O)C=CN(CC2=CC=CC=C2)C1=O,,,
7294,CCOC(=O)C1=C(S(=O)(=O)N2CC[C@H](C3=CC=CC=C3)[C@H](CO)C2)N(C)N=C1,,,
7295,CC1CC2=C(SC(NC(=O)CCC3=NC(C4=CC=CC=C4)=NO3)=C2C#N)C(C)C1,,,
7296,O=C(NCC1=CC=C(O)N=C1)C1(C(F)(F)F)CC1,,,
7297,O=C(CN1C=NC=N1)NCCN1CCN(C(=O)C2=C[NH]C=C2C2CC2)CC1,,,
7298,CN(CC1CCN(C2=NC=C(F)N=C2)C1)C(=O)C1=CC=C(C2=C[NH]C=N2)C=C1,,,
7299,CC1=CC=C2C(C(=O)N3CCN(CC4CC(C)(C)CO4)CC3)=CSC2=C1,,,
7300,COC(=O)C1=C(NC(=O)C2CC23C(=O)NC2=CC=CC=C23)C=NN1C,,,
7301,O=C(NCCN(C(=O)C1CCS(=O)(=O)CC1)C1CC1)C1=CC=C(Cl)C=N1,,,
7302,COCCC1CCN(C2=CC(Cl)=CC=N2)C1,,,
7303,CC1=NC(CCSC2=NC3=CC(Cl)=CC=C3N2C)=CS1,,,
7304,O=C(CCN1C=CC=CC1=O)N1CCC(CNC2=NC=NC3=C2N=CS3)CC1,,,
7305,CC1=NC(CN2CCN(C(=O)CC(C)(O)C3CC3)CC2)=C(C)S1,,,
7306,CC(C(=O)N(C)C(C)C)N1CCC(C)(NC(=O)C2=CN3C=CN=C3C=C2)CC1,,,
7307,CC1=C(CN2CCOCC23CCOC3)N2C(C)=CSC2=N1,,,
7308,CCC(CNC(=O)C1=C(C)N(CCC(C)C)N=C1)NC(=O)C1CC2=CC=CC=C21,,,
