Index,SMILES,bace,esol,logD
2023,CC(NCC1=CC=C(OC2CCCCC2)N=C1)[C@@H]1CCCN1,4.3590016,-4.4841104,0.6178234
2024,O=C1NC2(CCN(C(=O)CC3=CC=C(NC(=O)C(F)(F)F)C=C3)CC2)CO1,3.647974,-4.7379217,1.1321088
2025,COC1(CNC(=O)C2CC(C3=CC=CC(Br)=C3)=NO2)CCOC1,3.8457692,-4.873346,0.82570976
2026,CC1=C(C(=O)NCC(NS(=O)(=O)N(C)C)C2CCCC2)C(O)=NC=C1,4.568243,-4.444714,0.5030315
2027,O=C(CN(C1CC1)[C@@H]1COC[C@H]1O)NCC1=CC=C(C(=O)N2CCOCC2)C=C1,4.938445,-5.518176,0.59978944
2028,CC(C(=O)NC1=CC=C2OC(F)(F)OC2=C1)N1CC(C)(C)C1C1=CC=CN=C1,4.042071,-5.100424,0.09751038
2029,CC1=N[NH]C(C)=C1CC(=O)N[C@H]1C[C@@H](NC(=O)C2=NOC(C(C)(C)C)=C2)C1,4.4306226,-4.4331365,0.46141228
2030,CCC(CSC)NC1=CC(N(C)C)=NC=N1,3.5544844,-3.7348077,0.18575831
2031,CC(C)(C)C1CC(N2C(=O)NCC(CC3CC3)C2=O)CCO1,4.0043983,-4.957836,-0.0410279
2032,CC(C)(C)OC(=O)NCCN(CC(=O)NC1=CC2=C(OCCO2)C(Cl)=C1)C(=O)OC(C)(C)C,4.4322844,-5.342816,-0.16752425
2033,NS(=O)(=O)C1=CC=C2ON=C(NC3CCCC4=C3C=NN4CCO)C2=C1,4.0024676,-4.6141186,-0.24220401
2034,O=C(N[C@H]1C[C@H](C2=CC=C(F)C=C2F)C1)N1CCC(NC2=CC=CC=N2)C1,4.312722,-4.4653907,0.15819433
2035,CCC1=NN=C(C2=CC=CC(NC(=O)C3=CC4=C(CC(C)(C)CC4=O)[NH]C3=O)=C2)O1,4.075409,-5.1496973,0.45477685
2036,CCC1CC(CC(=O)OC(C)C(=O)N2CCN(C3=CC=C(F)C=C3)CC2)CCO1,4.3574557,-5.139306,0.083151825
2037,CN1C(=O)C=C(C(=O)NC2=CC=NN2CC2=CC=C(Cl)C(F)=C2)C2=CC=CC=C21,4.8372364,-4.364083,0.20902273
2038,CN(C(=O)CC1CCC2CC12)C1(C(N)=O)CCCC1,3.829894,-4.516614,0.6694909
2039,CC1=NSC(C)=C1C(=O)NCC1CCN(CC2=NC(C(C)(C)C)=NO2)CC1,4.2206006,-3.6017551,-0.9671189
2040,CSCCC(NC(=O)C1=CC=CC=C1)C(=O)NC1CCCC2=C1N=C(C1=CC=C(F)C=C1)S2,4.4532847,-4.9682107,0.8820893
2041,CC(C)OC1=CC(Cl)=C(CN(C)CC2=NN(C)C=C2Br)C=C1Cl,4.4392085,-3.9747245,-0.35849378
2042,COC1=NC=CC=C1C1=NOC(C23CC4CC(C2)CC(C(F)(F)F)(C4)C3)=N1,3.7832475,-5.437514,0.61711425
2043,O=C(CCN1C=CC=CC1=O)NC1COC2=C1C(F)=CC(F)=C2,3.941325,-4.061256,0.1582192
2044,C1=CC=C(C2=NN(C3=CC=CC=C3)C=C2C2=NN=C(C3=CC=NC(N4C=CC=N4)=C3)O2)C=C1,4.1068773,-4.502722,1.4456713
2045,CC1=CC=C(C(=O)NC2CCC(CNC3=NC=NC4=C3N=NN4C)C2)C(Cl)=C1,4.171751,-4.046568,-0.23752353
2046,CCC(C(=O)OC(C)C1=NC2=CC=CC=C2N1C(F)F)N1N=NC(C2=CC=C(Cl)C=C2)=N1,4.423526,-4.669198,0.83077854
2047,COC1=C(C(=O)NC2=CC=C(C)C(C(=O)N(C)C(C)C)=C2)SC(C)=C1Br,4.768532,-4.159073,-0.3120465
2048,CCC1=CC=C(C(CNC(=O)NC2=NC(COC)=NO2)N(CC)CC)C=C1,3.9072406,-4.6891775,0.24326637
2049,CN(C)C(=O)NCCN(C)C1=NN2C(Br)=CN=C2C=C1,4.2417836,-3.9894433,0.6857386
2050,CCC1=C(C(=O)N2CCN3N=CC=C23)N2C=CC=CC2=N1,3.89604,-3.1666925,0.60518163
2051,CC1=CC=C(C2OCCCC2CNC(=O)N(C)C2CCN(C3CCN(C)CC3)C2)C=C1,4.6778107,-5.630637,0.38075125
2052,N#CC1=CC=CC=C1N(C(=O)C1=CC=C2C(=O)N(C3=CC=CC=C3)C(=O)[NH]C2=C1)C1CCC1,4.814541,-5.069656,1.1711099
2053,COC1=CC=C2C=C(CN(C)C(=O)C(C)NC(C)C3=CC=C(Br)C=N3)C=CC2=C1,4.3849983,-5.040472,0.2803297
2054,CC1=NN(C)C=C1C1=NOC(C(=O)N2CCCC(CNS(N)(=O)=O)C2)C1,3.5778203,-4.051596,1.0186774
2055,CN1C=CN=C1C(NCC1(OCCO)CCSCC1)C1CC1,4.024152,-4.6623015,0.6628092
2056,COC1(CC(=O)NCC(C)N(C)CCOC2=CC(C)=CC(C)=C2)CCC1,4.784646,-5.229413,0.6461268
2057,COC(=O)C1=C(CCC(=O)OCC2=CN=CC=C2OC(C)C)OC=N1,3.9771228,-4.963232,0.7513689
2058,O=C(CN1CCCC1=O)N1CCC2(CC1)CC2NC1=NC=NC2=C1[NH]C=N2,3.7485385,-4.935418,1.187842
2059,CCN(CC)S(=O)(=O)C1=CC(NC(=O)CN(C)C2(C3=CC=CC=C3)CCCCC2=O)=CC=C1C,4.467299,-5.549588,1.2203999
2060,CC1CC(NC(=O)C2=C(O)C=C(Cl)C=C2Cl)CCN1C,4.553948,-3.4490123,-0.6155761
2061,CC1=CC=C(F)C(CC(=O)NC(CNC(=O)C2(C3=CC=CC=C3)CC2)C(C)C)=C1,4.606384,-5.2843056,1.0780234
2062,CCCN(C)CC(C)(C)NC(=O)NC(CC)CC1=CC=CC=C1C(F)(F)F,3.9813445,-5.3522453,0.75602084
2063,CC(NC(=O)C1=CC2=NC(C(F)(F)F)=CN2C=C1)C1=CC=C(OCC(=O)NC2CC2)C=C1,4.050201,-5.1805,0.61652815
2064,COC1=CC=C(CC(=O)NCC2(C3=CC=C(C(F)(F)F)C=C3)CC2)C(Cl)=C1OC,4.278202,-5.3559136,0.84529716
2065,CC(=O)N(C)C1CCN(C2=NN=C(C(=O)NC(C)C)N2CC2CSCCS2)CC1,4.6639013,-4.9938593,0.064089336
2066,O=C(CSC1=NC=C(CCO)C=N1)OCC1=CC=CC=C1,3.668794,-4.2880497,0.36772653
2067,CCCC1(NC(=O)C2=CSC(C3=CN=C[NH]3)=N2)CCOC1,3.6370258,-4.1049466,1.0492773
2068,O=C(C1=CN(C2=CC=CC(Cl)=C2F)N=N1)N1CCN2C(=NC(C(F)(F)F)=C2Br)C1,4.0554247,-4.5744677,0.5241342
2069,CCC(CNC(=O)C1=NN(C(C)(C)C)C(C)=C1)NC(=O)COC1=CSC=C1,3.8468804,-4.5837717,-0.1793032
2070,COC1CCN(CC2=NC(C)=C(Br)S2)CC1C,3.3686655,-3.8791854,-0.7545792
2071,COC1=CC=C(C(CC2=CC=CC=C2)NCCC2CCCOC2)C=C1,4.048129,-4.7159595,0.7716388
2072,CC(C)(C)OC(=O)CN1CCC(OC(=O)C2=CC3=NC=CC=C3O2)C1=O,3.8951323,-4.5250015,0.16420594
2073,O=C1C(N2CCC(CCO)C3=CC=CC=C32)CCCN1CC1=CC=C(F)C=C1F,4.372164,-5.3485975,1.0235503
2074,CCCC1(C)CCCN(CC(=O)NCC(=O)OC)C1,3.5607116,-4.7425494,0.53551185
2075,C[C@@]12CN(C(=O)C3=CC=C4CCCC4=C3)C[C@@H]1CN(C(=O)C1=CC=NC=C1Cl)C2,4.410702,-5.274354,0.45015898
2076,CS(C)(=O)=NC1=CC=C(NC2CCN(CC3=CC=CC=C3Br)CC2)C=C1,3.6661592,-4.82457,0.20986024
2077,CCC(CC)C(NC(=O)C1=NN(C)C(C)=C1Cl)C1=CC=CS1,4.204014,-3.8790314,0.6212147
2078,CCCN(CC1CC1)C1=NN=C(CC2=CC=CO2)N1C,4.09024,-3.5484223,0.116171986
2079,CN1C=CC(S(=O)(=O)NC2=CC=C3C=CC(Cl)=CC3=N2)=N1,3.6344793,-4.1666727,-0.114946716
2080,CC1=NN2CCN(C(=O)C3(C(F)(F)F)CCNC3)CC2=C1,3.7265368,-4.695244,0.2653254
2081,CC1=C(COC(C)(C)C)C=CC=C1NC(=O)NC1CC2CCC1C2,4.0555835,-4.7866592,0.42689827
2082,CC(C)(C)OC(=O)NC(CO)CNC(=O)C1=NN2C=C(Br)C=CC2=N1,3.679839,-4.435551,-0.24043432
2083,N#CC1=CC=C(Br)C=C1S(=O)(=O)N1CCCN(C2=NN=C(C(F)(F)F)S2)CC1,3.5943973,-5.1162524,0.11022375
2084,COC1=CC=C(S(=O)(=O)NC(C)C2=NC(C3=CC=C(Br)C=C3)=NO2)C=C1NC(C)=O,4.067851,-4.967216,0.54128593
2085,CCN(CC1=CC=CC=C1)C(=O)C(C)N1CCC2=C(C1)C(C(=O)OC)=N[NH]2,4.3131456,-5.0415835,0.3474694
2086,CC(=O)N1CCC2=CC(NC(=O)N(C)C(C)C3=CC=CC(O)=C3)=CC=C21,4.557903,-4.688652,0.47111586
2087,CC1CN(S(C)(=O)=O)CCC1NC(=O)NC1=CC2=C(C=C1N1CCCCC1)N(C)C(=O)N2C,4.527345,-4.443993,0.17432407
2088,CC(C)(C)C1=NC=C(C2=NC(C3=CC=C(S(C)(=O)=O)O3)=NO2)S1,3.6229348,-4.163367,-0.033264782
2089,CC1=CC=C(CC(C)(C)NCC(=O)N(CCC(N)=O)CC2=CC=CC=C2)C=C1,3.94876,-5.0078964,0.4468749
2090,O=C(C1=CSC(=O)[NH]1)N1CCCN(CCCC2=CC=CC(F)=C2)CC1,4.1857276,-4.6560907,0.22245961
2091,COC(C)(C(=O)N1CCCC(O)(C2=C[NH]N=N2)C1)C1CC1,3.8567238,-5.246623,0.3391244
2092,CC(=O)C1=C(CC(=O)N[C@@H]2CCO[C@H]2C2=C[NH]C(=O)C=C2)C2=CC=C(C)C=C2O1,4.559723,-4.0568,0.37557065
2093,CN(C)S(=O)(=O)N1CCN(C2=NN=NN2CC2(C)CCCS2)CC1,3.9690967,-5.110125,0.4539208
2094,CC1CC(CNC(=O)N2C3CCC2CC(=O)C3)C(C)O1,3.577062,-4.4807243,-0.5413205
2095,O=C(C1=NC=CC=C1O)N1CCC2CCC(C1)S2,3.800585,-3.3940833,-0.15981704
2096,CC(=O)N1CCC(C(=O)N(C)C(CNC(=O)C2CN(C)C(=O)N2)C2CC2)CC1,4.3601694,-4.57498,-0.32252416
2097,CC(CC1CCCCCN1)N[C@@H]1CCCN(C(=O)CCC(F)(F)F)C1,3.8596265,-4.6586604,1.0981615
2098,COC1(C2=NN=C(CC3(NC(=O)OC(C)(C)C)CCSC3)O2)CCOCC1,4.3572783,-4.7924166,0.96736246
2099,CC1=NSC(SC2CCC3(CC2)OCCO3)=C1C#N,3.6782155,-3.5696301,0.341923
2100,CC(=O)NCC(OC(=O)C1=CC2=C(C=CO2)S1)C1=CC=CC=C1,3.807621,-4.237302,0.51388025
2101,O=C(O)[C@@H]1CN(C(=O)NCC2=NC3=C(COCC3)S2)C[C@H]1C1CC1,3.9014635,-4.365409,0.36488822
2102,CC1=NN(C2=CC=C(F)C=C2)C(C)=C1C(NC(=O)C1=CN(C2=CC=C(Cl)C=C2)N=N1)C(=O)O,4.8122935,-3.8725965,0.080015495
2103,COC(=O)C1=CC=C(COC2=CC=CC=C2CN2CC(O)(C3=CC=CC4=CC=CC=C34)C2)C=C1,4.294128,-5.523918,1.2024162
2104,CC1=CC=C(C)C(OCC(=O)N(C)C2CC(NC(=O)C3CCNC(=O)C3)C2)=C1,4.122297,-4.7242312,0.25527382
2105,CC(C1=CSN=N1)N(CCNC(=O)C1CCCC(=O)N1C)C1CC1,4.660581,-5.2144346,0.6950688
2106,CN(C)CCN(C1=CC=CC=C1)S(=O)(=O)C1=CC2=CC(F)=CC=C2S1,4.0082674,-4.8374805,0.5861829
2107,CCOC(=O)CC1CCCCN1C(=O)C1=NOC(CC(C)C)=C1,4.1366863,-4.797357,0.6049365
2108,CC(C)CC(C)(C)C(=O)N1CCCN(CC2CC(F)(F)C2)CC1,4.1987195,-5.223583,0.33749554
2109,CCN(CCNC(=O)C1=CC=C2OCCOC2=C1)C1=CN=CC(Cl)=N1,4.386359,-4.7731237,0.44024798
2110,N#CC1=CC(F)=CC=C1N1CCN(C(=O)CC2=C[NH]C3=CC(Br)=CC=C23)CC1,3.9089732,-4.046344,-0.33438486
2111,CCOC1=NC=CC(C)=C1C(=O)NC(CC)CNC(=O)C1=NN(C)C(Cl)=C1,4.6407375,-4.114524,0.32945207
2112,CCN(C(=O)NCC1=NN=C(C)N1C)C1CCOC1,4.5858707,-4.25777,0.12542272
2113,CC1CC(C(=O)N2CCN(C(=O)C3=CN=C(N(C)C)C=N3)CC2)CCO1,4.473307,-4.642435,0.2539688
2114,CC1=CN=C2C(=C1)N(C(=O)C(CC(C)C)NC(=O)C13CC4CC(CC(C4)C1)C3)CCN2C,4.240882,-4.841156,0.36444035
2115,COC(=O)C(F)CSC1=NC=CC=C1Cl,3.8456357,-3.479387,0.2672698
2116,CC1=CN=CC=C1SCC1=NC(C2CC2)=CS1,3.5499172,-3.7408087,-0.103666596
2117,CC1=CC(NCC2=NN=NN2C2=CC=C(C(F)(F)F)C=C2)=CC=C1N1CCCC1=O,4.326328,-5.451746,0.60075307
2118,O=C(O)C(C1=CC=CC2=CC=CC=C12)N1CCC(C(F)(F)F)(C(F)(F)F)C1,3.682701,-4.9950414,0.99333686
2119,COC(=O)C1(OC(=O)C2=CN=CC(Cl)=C2)CC1,3.9450612,-4.0868287,0.62939024
2120,O=C(CCC1=CSC=N1)N1CCC(SC2=CC=C(Cl)C=C2)CC1,3.7885284,-4.9323115,0.06834156
2121,O=C(CC1C(=O)NC2=CC=CC=C21)NS(=O)(=O)C1=CC=C2COCC2=C1,4.082697,-5.3537374,0.6082978
2122,CC1=NC(C2=CC=CO2)=CC=C1C(=O)OCC1=NC2=CC(Cl)=CC=C2N1C,4.221343,-3.8598907,0.7223655
2123,N#CC1=CC=CC(CNC2=CC=C3COC(=O)C3=C2)=C1F,3.7172804,-3.8266985,-0.024325605
2124,CCOC(=O)CN(C)C(=O)C(C)(C)C1CCCN(C)C1,4.0539165,-4.8553295,-0.27682272
2125,CC1=NC=C2CN(C(=O)C(C)C3=CC=CC=C3C(F)(F)F)CCC2=N1,4.198103,-4.7986965,0.7386429
2126,CCOC(=O)C1CCC(NC(=O)C2(S(=O)(=O)C3=CC=CC=C3)CC2)CC1,3.8977451,-5.3701763,0.9922741
2127,CCOC(=O)C1CCC2(CC1C)NC1=CC=C(Br)C=C1C(=O)N2C,4.2183886,-4.719574,1.339077
2128,CC1CN(C(=O)C2=CC=CC3=CC(O)=CC=C23)CCN(C2CCC2)C1,4.4975224,-4.435115,0.09996321
2129,CC(=O)NCC1CCCN(C2=NN=C(C3(O)CCOC3)N2CC(C)(C)C)C1,4.338393,-4.8363023,0.19479093
2130,O=C(NC(CC1=CC=CC=C1)C(=O)NC1=NN=C(C2=CC=CC=C2Br)[NH]1)C1=CC=CC=C1,4.4338236,-4.945609,0.91836417
2131,COC1(C)CC(OC(=O)C2=C[NH]N=C2C(C)(C)C)C1(C)C,3.8487263,-4.498516,0.13617048
2132,COCC(C)(C)C(=O)NC1CC(N(C)C(=O)C2=CC(C(N)=O)=CC=N2)C1,4.2745047,-4.9636383,0.28088245
2133,COC(=O)C1CSCN1S(=O)(=O)CCCC(C)C,4.0487385,-4.8959374,0.9436246
2134,CC1(C)CN(C2CCC(C)(C3=CC=CC=C3)C2)CC(C)(C(F)(F)F)O1,4.2890573,-5.2215023,0.30641782
2135,COC1=CC=C([C@@H]2C[C@H]2C(=O)N(C)CCNC(=O)C2=CN(C)N=C2C2CCC2)C=C1,4.774937,-4.888319,0.8058839
2136,COC(=O)C(CC1=C[NH]C2=CC=CC(F)=C12)NC(=O)C1=CC2=C(O1)C(C)=CC(Br)=C2,4.453197,-4.100064,0.8878825
2137,COC1=CC=C(CC(=O)NCC2(C(=O)OC(C)(C)C)CCOC2)C=C1OC(F)F,4.500931,-5.4279633,0.66077465
2138,CC1=CN2C(C(=O)N3CCC(N(C)C(C)C4=NN=C(C)O4)C3)=CN=C2C=C1,4.4767704,-3.768179,0.20896475
2139,CCOC(=O)CC(NC(=O)NC1=CC=C2CN(C(C)=O)CC2=C1)C(F)(F)F,3.878749,-4.678415,0.59812045
2140,CCCN(CC)C(=O)C1=CC=C(C(=O)OCC(=O)C2=CC=C(OC)C3=C2OCC3=O)C=C1,4.1338015,-4.370716,0.83303434
2141,CC1=CC(C)=NC(NCC2=CN=C3C=CC(Cl)=CN23)=C1,3.9742796,-3.154815,-0.6095443
2142,CCOC1=CC(CNC2CC3=CC=CC=C32)=CC=C1O,3.8151832,-4.269339,0.81041926
2143,OC1CCCC1N1CCC(NCC2CCSC2)CC1,3.8201413,-4.8549356,0.07822194
2144,CCOC(=O)NC1CCC(NCC(C)(C)C2(O)CCCC2)CC1,4.1768484,-5.0683208,0.23439959
2145,COC1=CC=CC(C(=O)N(CCN(C)CCC2CCCO2)C(C)C)=C1OC,4.813066,-4.524332,0.12487849
2146,CCC(CNC(=O)C1=CC(OC)=C(C)C(OC)=C1)NC(=O)COC(C)(C)C,4.3302727,-4.5179815,0.5537593
2147,CC(C)OCC1=CC=CC=C1CNC(=O)CN1C=C(CN(C)C(C)(C)C)N=N1,4.944604,-5.4348397,0.30831188
2148,OC1(CCNC2=CN=C(N3C=CC=C3)C=N2)CCCC1,3.6463594,-4.279362,0.7468469
2149,CCC(C)C(=O)N1CSC[C@H]1C(=O)NC1CCC(=O)NC1(C)C,4.0790944,-5.617243,0.42224672
2150,CC(C)N1CCN(C(C)(C)CNCC2CC3CCC2C3)CC1,4.1338153,-5.684147,0.20917478
2151,COC1(C(C)NC2=CC=C(NC(=O)C3=CC=CC=C3)C=N2)CCC1,3.833763,-4.8070164,0.9302724
2152,CC(C(=O)NCCN1C=CC=C1)C1=CC=C(F)C=C1F,4.2513065,-4.751043,0.13462818
2153,CC(=O)NC[C@H](CC(=O)N1CCN2N=CC(Br)=C2C1)CC(C)C,4.120602,-4.4517508,-0.6475927
2154,O=C(CC1=CSC2=NC=CN12)N1[C@H]2CC[C@@H]1C[C@H]2CO,3.7308123,-3.3176117,0.07477382
2155,O=C(NC1CC1C1CCCCC1)N1CC2=CC=CC(Br)=C2C1,4.087124,-4.731585,0.42451212
2156,COC1(CO)CN(C(=O)C2CCC2C2=CC=CC=C2Cl)C1,3.7404547,-5.165992,0.7636596
2157,COC1=CC=C(C2=NC(CCNC(=O)N(C)CC3=NC(C4=CC=CS4)=NO3)=CO2)C=C1,4.0796747,-4.897873,0.9914228
2158,COC1=CC=CC=C1CCNC(=O)CNC1=NC2=C(COCC2)S1,4.079591,-4.4024816,0.66311663
2159,COC(=O)C1COCCN1C(=O)CN1C=CN=C1C,4.2814827,-4.1822658,0.46935275
2160,CCC1CN(C(=O)C2=C(C)C=CS2)CCC1NC(=O)C1(C2=CC=CC=C2)CC1,4.34562,-4.8770895,0.94509953
2161,CC1=CC(C)=C(C(=O)NC2(CNC(=O)C(C)N3C=CC=C3)CCCC2)S1,4.1700234,-4.5827923,1.1694438
2162,CC1=CC=C2SC(N3CC4(CCC4)C3C(C)C)=NC2=C1C,4.007406,-4.368352,0.41339737
2163,CCC1=NC2=CC=CC=C2N1CC1=NOC(CCC2=NC=C(C3=CC=C(F)C=C3F)O2)=N1,4.2590923,-4.35011,0.84010786
2164,CC1=NC(C(=O)NC2=NN(C(C)(C)C)C=C2C#N)=NN1C1=CC=CC=C1C(C)C,4.75476,-4.7559304,1.1608692
2165,CC1=CC=CC(NC2CCN(C3=NN=C(C(N)=O)N3CC3=CC=CS3)CC2)=C1,4.3277674,-4.630369,0.003717888
2166,CCN(CC)CCN(CCOC)C(=O)C1=CC=C(C(=O)N2CCOCC2)C=C1,4.2200065,-4.668435,0.4361132
2167,CCC(SC1=CC=CC=C1)C(=O)NC1(C(N)=O)C2CC3CC(C2)CC1C3,3.9632502,-4.868388,-0.30814072
2168,O=C(NC1CCC2=CC(Br)=CC=C21)C1=CC(C(F)(F)F)=CN=C1,3.7896771,-5.0052476,0.3340601
2169,O=C(NCC(O)CC1=CC=CC(Cl)=C1)C(F)C1CCOCC1,4.5788965,-5.3216896,0.09000022
2170,CCC(NC(=O)C1=C(C)N(C2=CN(C)N=C2)C(C)=C1)(C(N)=O)C(C)C,4.1986933,-4.195129,0.18134055
2171,CC1=CC(CN2CCC(N(C)C(=O)C3=CC=CN=C3OCC(C)C)CC2)=NO1,4.3975782,-4.9430323,0.047016554
2172,CC1=NOC(=O)C2=CC=C(NC(=O)C3=C(NC(=O)CC4=CC=C(Br)C=C4)C=CS3)C=C12,4.3768797,-4.144375,0.3688053
2173,CC1(C(=O)N2CCCC(CNC(=O)CCC3=COC=C3)C2)CCC2=CC=CC=C21,4.2466063,-5.4125547,1.0658139
2174,C1=CC=C(COC2CC(N[C@@H]3CCO[C@@H](C4=CC=CC=N4)C3)C2)C=C1,4.525495,-5.03483,0.6304936
2175,O=C(NC1=CC=CC(C(=O)N2CCSCC2)=C1)NC1CC(=O)N(CC2CC2)C1,4.232627,-4.475333,0.71173674
2176,CC(C)(C)N1C=C(CNC(=O)NCC2=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3O2)C(=O)[NH]C1=O,4.7700253,-4.96045,0.3296296
2177,CC1=NC(C)=C(CC(=O)NC2(CNC(=O)C3=CSC=N3)CCCC2)C(=O)[NH]1,4.2581205,-4.5309405,1.3785062
2178,CCC(COCC(F)(F)F)NS(=O)(=O)C1=CC=CC(C2=NN=NN2C)=C1,3.60322,-4.901827,0.5434416
2179,CC1=NN(C)C(C)=C1[C@@H]1[C@@H](NC(=O)NCC2=NC(C3=CC=CC=N3)=N[NH]2)CC(=O)N1C,4.8319397,-3.9447613,1.0315452
2180,CC1=CC(=O)C(COC(=O)C2=CN(C)N=C2C2=CC=CN=C2)=N[NH]1,4.0997705,-3.8845456,0.23895037
2181,CC(C)C1=NN(C)C(Cl)=C1CNCC1=CC(S(C)(=O)=O)=CC=C1F,4.4577684,-4.526147,0.049561415
2182,C(=C1CCOC1)C1=CC=C(CN2C=CC=N2)C=C1,3.5460153,-4.642191,0.42070085
2183,CCC1=COC(NC(=O)C2=CC=C(COC3=CC=C(C#N)C=C3)O2)=N1,3.4507313,-4.1798964,0.097036876
2184,CC1=C(C2=NC(CC3COC4=CC=CC=C4O3)=NO2)C=NN1CCC#N,4.127453,-4.3803205,0.72653943
2185,CN(C(=O)C1=CC2=CC(Br)=CC=C2OC1)C1(CNC(=O)OC(C)(C)C)CCCCC1,4.6331706,-5.108898,0.56073016
2186,CN(CC1=CC=C(S(C)(=O)=O)C=C1)CC1=CN(C)C=C1,3.9285011,-4.423689,-0.49296084
2187,CC1=CC2=C(C=C(C(=O)NCCC3=CC(Cl)=C4OCCOC4=C3)N2CC2CC2)S1,4.3059607,-4.4239707,0.2480976
2188,CC(C(N)=O)N1CCC2(CCN(C(=O)C3=CN=C(C4CC4)[NH]C3=O)CC2)CC1,4.3373203,-4.52652,0.7307485
2189,CCCN(CC1=CC=C(C)C=C1)C(=O)COC(=O)C1SCCC2=C1C=CS2,4.3281217,-5.2065783,0.61114734
2190,CN(CCN(C)C(=O)CCC1CCCO1)CC1=NN=NN1C1CC1,4.4051833,-4.959982,0.24602807
2191,CCS(=O)(CC)=NS(=O)(=O)N1CC(COC(F)F)C1,3.7486303,-4.6000223,-0.10369357
2192,CCCCC1=NOC(COC(=O)CSC2CC2)=N1,3.3389356,-3.3801475,0.31904846
2193,CCN(CC)C(=O)C(C)S(=O)(=O)CC1=CSC=C1,3.7831209,-4.698827,-0.47266003
2194,N#CC1(CC2=CN(CC(=O)N3CCC4OCCCC4C3)N=N2)CCCCC1,3.953569,-4.789353,0.7500099
2195,CC(C)C1=CC(O)=CC(CNC2=CC(F)=C(N3CCOCC3)C=C2F)=C1,4.9595313,-5.2532773,0.39606026
2196,CC(C)(C)C(CNC1=NC=CN=C1C#N)NC(=O)C1=CSC(C2CC2)=N1,3.977524,-4.790537,0.13190755
2197,CC1=NN=C(COCC(=O)NC2(C)CCN(C(=O)[C@@H]3C[C@H]3C3=CC=CO3)CC2)S1,4.1673636,-5.010665,1.2606572
2198,CC1=COC(C2=CC(NC(=O)N(C)C(C)CC#N)=CC=C2)=N1,4.3239775,-4.4653645,0.9741956
2199,CC1CCN(C(=O)OC(C)(C)C)C(C)C1NC(=O)C1=C(Cl)C(Cl)=NS1,4.084634,-4.5621424,-0.15556756
2200,COCC1(CO)CCN(S(=O)(=O)C2=C(O)C=CC=C2OC)C1,3.505464,-4.9239206,0.54640925
2201,CCCCC(CCC)OC(=O)C1(CCO)CC1,3.3858469,-4.4854026,0.7891115
2202,CCOC1CC(N(C)CC2=C(Cl)N=C(OC)N2C)C1(C)C,4.186966,-4.7225003,-0.019938555
2203,CC1=CC=CC(C2(C3=NOC(C4=CC=C(S(=O)(=O)N5CCNC(=O)C5)C=C4)=N3)CC2)=C1,4.2279735,-5.3958926,0.7541711
2204,CCC(CC)(CNS(=O)(=O)C1=CC=CC2=C1CCCC2)SC,4.046218,-4.5220933,0.7620067
2205,CCCC(O)(CCC)CC(=O)NC1=CC=C2N=CN(C)C(=O)C2=C1,4.2419844,-4.327144,0.48559865
2206,CCC(OC1CCCCC1)C(=O)N1CCC(CCNC(=O)C2CCCO2)CC1,4.321911,-5.06317,0.522494
2207,CC(C)C1=C(C2=CC=CC=C2)N=C(NC(=O)NCC2CCN(S(=O)(=O)C(F)(F)F)CC2)S1,4.1542816,-4.86374,0.7632606
2208,COCCN(CC1=C(C)N(C)N=C1C)C1=CC(C(C)C)=NC2=NC=NN12,4.7255206,-4.122997,0.6047922
2209,CC(C)(C)C1=NN=C(COC(=O)C2=CC(C3=CC=CC=C3Cl)=NO2)O1,3.963602,-4.578249,0.1460624
2210,CC1=NC=CN1C1=CC=C(NC(=O)C2=CN=C(CC3CCNCC3)S2)C=N1,4.353976,-3.9014642,0.31754193
2211,CSC1=CN=CC(N2C[C@@H]3CCCC[C@@H]32)=N1,3.775131,-3.6456072,0.6305267
2212,CN(C)CCN(CC1=CC=CO1)C1=CC=NC(C(C)(C)C)=N1,4.1087747,-4.448695,0.42559922
2213,CCC1(NCC2=CN=CC(OC)=C2C)CCOCC1,3.48147,-4.342524,1.3235418
2214,CC1=CC=CC=C1C1=CC=CC(CN2CCOC3(CNC3)C2)=C1,4.122922,-4.831815,1.2597425
2215,CC1CN(C(=O)C2=NN3C=CC=NC3=C2Cl)C(C)(C)C(C(F)(F)F)O1,4.016142,-4.4784446,0.5815131
2216,CCN1N=C(C2=NC(C3=CC=C(N4C=C(Cl)C=N4)C(F)=C3)=NO2)C2=CC=CC=C2C1=O,4.431822,-4.19888,0.25713095
2217,COCC1(C)CN(C(=O)C2(CC3=CC=C(F)C=C3)CCCC2)C1,3.9453735,-5.052884,0.69273823
2218,ClC1=CC=C(C=CCN2CCC3(CCCO3)CC2)C=C1,3.5311701,-4.4825244,0.91301316
2219,CC(C(=O)N1C[C@H]2[C@H](NC(=O)C3=CC=NN3C)[C@H]2C1)N1C=CC=C1,4.6259556,-4.254054,0.83298516
2220,COC1CCCC1NCC(C)SC1=CC=CC=C1,4.1341105,-4.712304,0.29066205
2221,CC1CN(C(=O)C(C)N(C(=O)OC(C)(C)C)C2CC2)CCN1C(=O)CC1=CC=CC(Cl)=C1,4.6026444,-5.2908583,-0.12128513
