,SMILES,esol,logD,bace
4194,COC1=CC=C(CN2CC(O)(CNC(=O)CC(C)CC(C)C)C2)N=N1,-4.805274,0.62334186,3.9839745
4195,CN(CC1=NC(N(C)C)=CC=C1)CC1CC1(C)C,-3.540286,0.62066424,3.83844
4196,CC1(C)CN(CC2=CC(O)=CC(Cl)=C2)C2=CC=CC=C2O1,-4.3676815,0.9823585,4.187025
4197,CCC1=C(C(=O)COC(=O)C2=C(C)N=C(CC3CC3)O2)[NH]C(C)=C1C(C)=O,-4.9984946,0.8640068,4.0557947
4198,COC1=CC=C(C2=CC=NC=C2)C=C1CNC(C)(C)C1=CN(C(C)C)N=N1,-3.590993,0.7906373,4.5369425
4199,COC1=CC=CC(OC)=C1S(=O)(=O)NC1=CC=CC=C1N(C)C(C)C,-3.4368343,1.6577871,3.9907174
4200,CC1=C(CC(=O)OCC(=O)NC2=CC=C(F)C=C2F)SC(SCC(C)C)=N1,-5.341385,0.40058926,3.9748292
4201,CC(C)C1=CN=C(CN(CCCO)CC2=CC=CC(Cl)=C2)S1,-4.589026,-0.5882084,4.109372
4202,CCN1CCCC1CNC(=O)C12CCC(NC(=O)OC(C)(C)C)(CC1)CC2,-5.0439467,0.8988877,4.282995
4203,COC1=CC=C(CC(CO)CNC(=O)C2=C[NH]N=C2C2=CC3=CC=CC=C3O2)C=C1Br,-5.3473434,0.7895655,4.859068
4204,CCCCC(CC)CC(=O)NC1=NN(C)C(C)=C1C#N,-4.7540092,-0.01620188,3.8068066
4205,O=C(NC1=CC=CC(COCC2=CC=CC=C2)=C1)C1(CO)CCOCC1,-4.7300835,0.30840316,4.584607
4206,CCC1=NC(C#N)=CC(NCCC2CCN(C(=O)C3=NN(C)C(C(C)C)=C3)C2)=N1,-5.5015116,0.5448184,4.715667
4207,CCN(CC1=CC=CC=C1)C(=O)C1=CC(NC(=O)NC2=C(C)N(CC(=O)OC)N=C2)=CC=C1Cl,-5.2698584,0.4276615,4.9641757
4208,CC1CC(C2=CC=CC(Br)=C2)=NN(CC2CCCO2)C1=O,-4.3939753,-0.53487885,4.5788
4209,CC(=CC1=CC=CC=C1)CNCC1=CC=CC2=C1OCC2,-4.3130813,0.30621776,4.363209
4210,CCC1=C(NC(=O)C(C)CC2=C(C)ON=C2C)C=NN1CC(C)C,-4.7472153,0.8233791,3.7440586
4211,COC(=O)C1=CC=C(C(=O)N2CCC(OC3=CC=C(OC)C=C3)CC2)O1,-4.4861994,0.49235848,4.175702
4212,CCN1CCN(C2=CC(CNS(=O)(=O)CC(OC)C3=CC=CC=C3)=CC=N2)CC1,-4.6904955,1.4751749,4.758896
4213,C[C@@H]1CN(C(=O)OC(C)(C)C)C[C@H]1C(=O)OCC1CCCSC1,-4.5033226,0.036145482,4.3667097
4214,BrC1=CC=CC2=C1CN(CC1=CC=C3CCOCC3=C1)C2,-4.609499,-0.8602672,4.2226696
4215,CN1C(C2=C(C(F)(F)F)N=C[NH]2)=NN=C1N1CCC(N2CCCNC2=O)CC1,-4.768364,0.6740679,4.2124853
4216,CC1CC(O)CN1CC1=CC=C(S(N)(=O)=O)C=C1,-4.518776,1.1129609,3.8524024
4217,COC1=CC=C2OC(CN(C3CCC3)C3CCCNC3)=CC2=C1,-4.8517284,-0.54963267,4.248597
4218,CCOC(=O)C1=C(NS(=O)(=O)C2=CC=C3C4=C(C=CC=C24)C(=O)N3C)SC=N1,-4.4609222,1.2395833,4.302251
4219,COC1=CC=C(SC2=CC=C(NC(=O)C(C)CS(C)(=O)=O)C=C2)C=C1,-4.647504,0.6002818,4.020424
4220,O=C(C1=CC=CC=C1OC1CC1)N1CCOCC12CCC2,-4.229945,0.28535518,4.1036205
4221,COC(=O)C1CC2C(CCC(C)N2C(=O)CCS(=O)(=O)C2=CC=C3OCCCOC3=C2)O1,-4.603259,1.4053049,4.474449
4222,O=C(C1=CC=C(C2=CC=CS2)S1)N1CCN(C2=N[NH]C=N2)CC1,-4.2306137,-0.08431419,4.371686
4223,COC(C)CCNC(=O)CCC(=O)C1=CC=C(C)S1,-4.5890284,0.21231195,3.7020788
4224,CC1=CC(C(=O)COC(=O)C(C)(C)S(C)(=O)=O)=C(C)C(C)=C1C,-4.7295437,1.3254527,2.652834
4225,CC1CN(CC2=CC=CC=C2)CC1NC1CCCN(C2CCCCC2)C1=O,-4.714738,-0.09276595,4.68738
4226,COC(=O)C(CNC(=O)C1=CC(Cl)=CC2=CC=CN=C12)C1=CC=C(F)C=C1,-4.5463123,0.4894463,4.6110544
4227,CC1=CC=C(Cl)C(OC(C)C(=O)N2CCCCC2CC2=N[NH]N=N2)=C1,-4.768599,-0.3289651,4.4855475
4228,CC1(C)CC2CC(C)(CN2C(=O)NC2=NSN=C2)C1,-3.5608804,0.87581986,4.159747
4229,CC(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N(C1=CC(C)=CC=C1F)C(C)C1=CC=C(C)C=C1,-4.741085,2.1618373,4.060296
4230,CCC1=CC(Br)=C(C)N=C1NC(=O)C1=CC=C(OC(F)F)C=C1F,-4.8705664,0.44039646,3.9290152
4231,CN(C(=O)CC1=C(F)C=CC=C1Cl)C1CC(NC(=O)CCC2=C[NH]C=N2)C1,-4.4898815,0.3324323,4.429616
4232,COC(=O)C1=NN(C2CCCN(C(=O)C3(C)CCC4=C(O3)C(C)=C(C)C(O)=C4C)C2)C=C1,-4.9334,0.9032392,3.8477063
4233,CN(C)CC1=CC=C(C2=CC=C(C3=CC=NO3)C=C2)C=C1,-3.7067363,0.18767813,4.258363
4234,O=C(N(CC1=C(F)C=CC=C1F)C1CC1)C1(F)CCCNC1,-3.8986561,-0.002190556,3.7134259
4235,CC(C)(C)C1=NC(CCNC(=O)NC2CCC(N3CCOC3=O)CC2)=CS1,-4.69677,0.7850488,4.4389043
4236,CCCC1=NC(C2=NOC(C(F)=CC3CCCCC3)=N2)=CO1,-4.7846556,-0.43412802,3.800012
4237,C1=CC=C2C(=C1)N=C(NCCC1=CN3C=CC=NC3=N1)C1=CN=CN12,-4.0230618,0.534707,4.6624913
4238,CCC(CC)C(CNC(=O)C(N)(COC)C1=CC=CC=C1)N1CCOCC1,-4.494108,0.20308629,4.166364
4239,CC1=CC(C(=O)N2CC(C)C(NC(=O)C3=CCOCC3)C2)=C2[NH]N=CC2=C1,-4.5236335,-0.45304576,4.3894873
4240,CC1CN(CCNC(=O)NC2(C3=CC=CC(C#N)=C3)CC2)CCO1,-4.778082,0.39941758,4.1340528
4241,CC1=CC=C(S(=O)(=O)CCNC(=O)OCC2CCCCC2)C=C1,-4.3773546,0.7712437,4.524825
4242,CCCN1N=C(C)C(Cl)=C1CN1CCC(C2=NC(CC(=O)O)=CS2)CC1,-5.2666655,0.000534747,4.196744
4243,CCCN(CC1=CC=C(C#N)C=C1)C(C)C(=O)NC1=CC=CC(S(=O)(=O)N(C)C)=C1,-4.6643715,1.3310325,4.1639833
4244,CCC1CN=C(N2CCC(CN3CCCCC3)C2)N1.I,-4.7654753,-0.20024547,4.03524
4245,CC1CN(CC2=CC(Br)=C3OCOC3=C2)C2=CC=C(F)C=C2O1,-4.677659,-0.096604906,3.994714
4246,COC(=O)C1=CC(Br)=CC2=C1OCCN(C(=O)C1=NC=C(OCC3CC3)C=C1F)C2,-4.945247,0.7107069,4.5569963
4247,CCCCC(C(=O)O)N(C)CC1CC1(C)C,-3.4641278,-0.27413714,3.5341988
4248,CC(CNC(=O)C1=CC=C(N2C=NC=N2)N=C1)N(C)C(=O)CCC1CCOC1,-4.6900673,-0.03944036,4.5835075
4249,CN(C)CC1COC2(CCCC2)CN1C(=O)N[C@@H]1CN(CC2=CC=CC=C2)C[C@H]1C1=CC(F)=CC=C1,-4.8964863,1.5946242,4.9270964
4250,CC(C)(CC(=O)NCC1CCCS(=O)(=O)C1)C1=CC=C(F)C=C1,-4.406987,0.76580936,4.4440885
4251,CN(CCC1=CC=CC(C#N)=C1)C(=O)C1=CC=C(OC(F)F)C=N1,-4.2809687,0.13471112,4.728064
4252,CCN(CC1=CC=C2OCOC2=C1)CC1=CC=NN1C1=CC=C(F)C=C1,-5.524946,0.5141292,4.6236897
4253,CC1CCN(C2=CN=CC=C2C(N)=O)CC1N1C=CN=C1,-3.8745148,-0.044724222,4.391407
4254,CC1=CN=CC=C1C(=O)O[C@H]1CC[C@@](C)(C#N)CC1,-3.8779883,0.8219755,3.8605301
4255,FC(F)(F)CN1CCN(CC2(F)CC2)CC1,-3.8888183,1.1397393,3.7147152
4256,COC(=O)NC1=CC=C(C(=O)NCCC2CSCCN2)C(C)=C1,-4.5407248,-0.5040518,4.2138653
4257,CCN(C(=O)C1=NN(C)C2=C1CCCC2)[C@H](C)CNC1=NC(C)=CC=N1,-4.7866163,0.001683388,4.4285803
4258,COCC(CCO)NCC1=CC2=NSN=C2C=C1,-3.9491775,-0.30871442,4.0387335
4259,CC1(C)CN(C(=O)C2=CC=C(NCCN3CCOCC3)C(Cl)=C2)C2=CC(Br)=CC=C21,-4.949564,0.1831052,4.745376
4260,CC1=CN=C2C(C)=CC=CC2=C1N1CCN(C2=CC=C(C#N)N=C2)CC1,-5.034689,0.40901545,4.5411425
4261,CCOC1=CC=C(CN(C)C(=O)COC(=O)C2=NN(C3=CC=C(F)C=C3C)C=C2)C=C1,-5.016612,0.7802656,4.6553845
4262,CN(C(=O)CC1OCCO1)C(CC1=CC=C(Br)C=C1)CC1=CC=C(Br)C=C1,-4.750364,-0.21992955,4.800764
4263,CCOC(=O)C1=NOC2=C1CN(CC1=C(Cl)N=C(N3CCCC3)S1)CC2,-4.8623753,-0.3208947,3.8211653
4264,CC1NCCN(CC(=O)NC2CCS(=O)(=O)C2)C1C,-4.0178065,-0.04230609,3.6616683
4265,CC(C)CC1CC(NC(=O)CN2N=CC3=NC=CC=C32)CCO1,-4.6520095,-0.12683097,4.260519
4266,CSC1=NC=C2C(NC[C@@H]3C[C@H](F)CN3CC3=NC=CN3C)=NC=CC2=N1,-5.14691,0.21431017,4.5559177
4267,C[C@@H]1CN(C(=O)NCC2=CN=CN=C2)CCS1(=O)=O,-3.2349904,1.0344026,3.7174597
4268,CC(C)C1=CSC(NCC2=CN=CN=C2)=N1,-3.1471312,-1.0376891,4.0116215
4269,CC(C)(C)CN(CCC#N)S(=O)(=O)C1=CC2=C3C(=C1)CCC(=O)N3CC2,-4.6509495,0.022609655,4.025543
4270,CNC(=O)C1=CC=C(NC(=O)[C@@H](C)NC(=O)CCC2=CC=CC=C2)C(OC)=C1,-4.648912,0.3068144,4.5683746
4271,COC(=O)C1=C(NC(=O)C2=CC3=CC(C)=CC=C3S2)[NH]C=N1,-4.121853,0.40221074,4.3600683
4272,CN(CC1(O)CCCC1)C1=CC=C(S(=O)(=O)N2CCCC2)C=C1,-4.357232,0.5754867,4.1102824
4273,CN(C(C)(C#N)C1CC1)S(=O)(=O)C1=CN(C)N=C1Br,-4.372395,0.9940743,3.3203669
4274,CC1=NN=C(CC(=O)N2CC[C@H]3CN(C(=O)C(C)CC4=CC=CC(Cl)=C4)C[C@H]32)O1,-5.2296543,0.39395097,4.5838575
4275,COC(=O)C1C2=CC=CC=C2CCN1C(=O)C1=CC2=C(C3=CC=C(F)C=C3)ON=C2C=C1,-4.677853,0.7531781,4.92391
4276,CC(C)(C)OC(=O)NC1(C(=O)NCC2CCCS2)CC1(F)F,-4.1967144,0.31464204,4.0321584
4277,CC[C@@H](NCC1=CC=C(C2=CC=CC=C2Br)S1)C(=O)N(C)C,-4.286913,0.35372576,4.53088
4278,CC1=NC2=C(C3=NOC(C=CC4=C(Cl)N(C)N=C4C)=N3)C=CC=C2[NH]1,-4.8463607,1.168544,3.802465
4279,O=C(CC1=CSC2=NC=CN12)NC1=CC=CC=C1OCC1=CC(Cl)=CC=C1,-5.0027685,0.09921757,4.713032
4280,CN(C)C(=O)COC1=CC=CC=C1CN1CC=C(C2=CC=CC=C2C(F)(F)F)CC1,-4.806567,1.4121525,4.571502
4281,CC(C)C1=C(C(=O)NC2CCC(C)(NC(=O)OC(C)(C)C)CC2)N=C(Cl)S1,-4.491761,0.83436406,3.8858027
4282,CCC1=C(C(=O)NCC(C)N(C)C(=O)C2=CC=C(CC(C)C)S2)SC=N1,-4.5602446,0.54214656,4.4308233
4283,N#CC1=CC=CC=C1OC1=CC=CC=C1COC(=O)C1=NN2CCCCC2=C1,-4.680211,-0.22617301,4.572546
4284,COCCC(CNCC(=O)NC1=CC=CC2=CC=CC=C12)NC(=O)OC(C)(C)C,-4.629199,0.5979765,4.925776
4285,CC(C)OC(C)(C)CNCC(C)(C)C1=CC=CC=C1,-3.3433907,-0.345598,4.026065
4286,CC1=NC(O)=NC(O)=C1NC(=O)CN1CCCC1,-4.4767885,-0.30957618,3.6473703
4287,CCN1CC(OC(=O)[C@H]2CCC(=O)N(C3CC3)[C@@H]2C2=CC=NC=C2)CNC1=O,-4.5089345,0.37641925,4.7677207
4288,O=C(O)[C@@H]1[C@H]2CC[C@H](C2)N1CCC1=C[NH]N=C1,-3.1660619,0.14546952,4.185473
4289,CC1=CC=C(CCN2C[C@@H]3CN(C(=O)CC(C)(O)C4CC4)C[C@]3(C)C2)C=C1,-4.7055516,1.1376574,4.6551814
4290,CC1=CN=C(S(C)(=O)=O)N=C1C(=O)NC(CC1CCCCC1)C1=CC=CC=C1,-4.2237206,0.20685127,4.61963
4291,CC1CCCCC1N(C)C(=O)COC(=O)C1=NC(C2=CC=CC=C2)=CS1,-4.553274,-0.20533076,4.463554
4292,CCCN(C1CCN(C2=CC=CC=C2OC)C1=O)C1C2CCOC2C1(C)C,-4.0591383,0.2075896,4.1055903
4293,COC(=O)C(C)(CN1C=CC=N1)NS(=O)(=O)C1=CC(C2=CC=CC=C2)=NN1C,-4.0370617,1.5215547,4.316013
4294,COC(=O)C1=CC(CNC2CCN(S(=O)(=O)C3=CC=C(OC)C(OC)=C3)CC2)=CN1C,-5.0129595,1.4460347,4.42845
4295,O=C(C1=CC2=C(C=NC=C2Cl)S1)N1CCOC(CN2CCOCC2)C1,-4.815546,-0.50820976,4.450164
4296,CC1=NOC(C2(NC(=O)NCC(C3=CC=C(CC(C)C)C=C3)N(C)C)CC2)=N1,-4.2495584,0.92262703,4.2499943
4297,CCCCN(C(=O)C1=C(C)OC(C(C)C)=N1)C(C)CC,-4.2620544,-0.08241143,3.6600614
4298,CC(C)C1=C(CN2CC3(CCN(C(=O)CCN4CCCC4=O)CC3)C2)N=CO1,-4.6193595,0.4759709,5.0285416
4299,CC(=O)C1=CC=C(C(F)(F)F)N=C1N1CC(C)(C)C1(C)C,-4.1656003,0.98611283,2.8848825
4300,COC1=CC2=C(C=C1C(=O)N(C)CCC1=NOC=N1)N=N[NH]2,-3.789038,0.5134549,4.3238034
4301,CC1=CSC=C1C(=O)N1C[C@H]2[C@H](NC(=O)C3(C)CCCC3)[C@H]2C1,-4.078166,0.57934713,3.9796152
4302,CC1CN(C(=O)C2(C)CC(F)(F)C2)CC1NC1=NC(Cl)=C(C#N)S1,-4.2155414,0.774275,3.5007696
4303,CC(C)(NC(=O)NC(C1=CC=CC=C1)C1=COC=C1)C1=CC=C(F)C=C1F,-4.2593946,0.98286396,4.806569
4304,CC(=O)NC(CC(=O)OCCC1=CC=CC(OC(F)(F)F)=C1)C1=CC=CS1,-4.352168,1.6785095,4.266865
4305,CC(CCC1=CC=CC(F)=C1)C(=O)N1CC=C(N)N1,-4.118852,0.19517681,4.0223684
4306,CN(CC1=CSC=N1)CC1=CC=CC2=C1[NH]C=C2,-4.145791,-0.32529518,4.208159
4307,CN(CC1=C(F)C=CC=C1Cl)S(=O)(=O)C1=CSC=N1,-3.8132544,0.47620636,3.7744603
4308,CCOC(=O)C1=NC=C(COC2=CC(F)=C(F)C=C2C)S1,-4.3623905,0.36716506,3.6248295
4309,COC1=CC(C(=O)NCC2CCC3(CNC3)O2)=CC=C1OCCC(C)C,-5.259552,1.0579777,4.3766427
4310,CC1(C)CN(CC2=CC=CC=C2OCCC2CCCCC2)CCN1S(C)(=O)=O,-4.571311,0.58985287,4.649111
4311,CC1=CC=C(C)C(C(=O)CN2C(=O)C3=C(N=C[NH]3)N(C)C2=O)=C1,-4.232158,0.62632465,4.1971583
4312,CN1C2=CC=CC=C2C(=O)N(C2=CC=CC=C2Cl)C1C1=CN(CC2CCCO2)N=N1,-4.770745,0.081332006,5.095423
4313,CN1C(CCC2CCCO2)=NN=C1N1C[C@H]2[C@H](CNC(=O)OC(C)(C)C)[C@H]2C1,-4.747463,0.43365946,4.670535
4314,COC(=O)N(C)CC(=O)NC1=C(C)C(F)=CC=C1Cl,-4.37914,0.7095023,3.4611495
4315,CC1=CC=C(C#N)C(NCC(C)N(C)C(=O)C2=CC3=CC=CC=C3C(=O)O2)=N1,-4.826573,1.0145898,4.4089146
4316,CC(=O)NC1=CC(C)=C(C)C=C1C1=CC=C(C)O1,-4.1978574,-0.011193063,3.016328
4317,COC(=O)C1=C(C)OC(S(=O)(=O)N2CCC(CC(C)(C)C)C2(C)C)=C1,-4.5380154,0.4100447,3.5964022
4318,CC1=NON=C1CNC(=O)NC1=CC=NC=N1,-3.8335612,-0.2749415,4.1219378
4319,CN(C(CO)C1=CC=CC(Cl)=C1Cl)S(=O)(=O)C1=CC=C2C(=C1)OC(=O)N2C,-4.5107985,1.807693,3.86624
4320,CC1=C(C(=O)N[C@H]2C[C@@H](NC(=O)COC(C)(C)C)C2)N=NN1C,-4.310125,0.8636797,3.9542525
4321,CC1=NN(C)C(C)=C1OCC(=O)N(CC1CC1)C1CCN(C(=O)C2CC2)CC1,-5.3157597,1.2676123,3.904919
4322,CCCCC(NC(=O)C1=CC(C)=NC(C(F)(F)F)=N1)C1CCC1,-4.2977524,0.86978,3.9409573
4323,CC(CC1=CC=CC=C1)CN(C)CCN(C(=O)OC(C)(C)C)C(C)(C)C,-4.316362,0.91042346,4.529269
4324,COC(C)C1=NC(CNC(=O)C2=CC=C(N=S(C)(C)=O)S2)=CS1,-4.7943745,0.79315144,3.5057368
4325,FC1=CC=C2C=C(CN3CCN4CCC3CC4)[NH]C2=C1,-5.0092154,0.5239199,3.9295573
4326,COC1=NOC(C)=C1COC(=O)C1=CC=C(C)N=N1,-4.3594465,0.86899644,3.5962622
4327,CCCC1=NOC(CCC2=NN=C(N3CCOC4(CCC4)C3)N2CC(C)C)=N1,-4.9580326,0.8655417,4.577799
4328,CC(=O)NC(C)(C(=O)NCC1=CC=C(OC2=CC=CC=C2)C=N1)C1=CC=C(S(C)(=O)=O)C=C1,-4.2631493,1.251915,4.458188
4329,CC(C1=CC=C(N2C=NC=N2)C=C1)N(C)C(=O)CSC1=NC2=CC=CC=C2N=C1N1CCCC1,-4.737789,0.59256536,4.751727
4330,CC(=O)N1CCC(S(=O)(=O)NC(=O)C2=CC=CC3=C2CCCN3)CC1,-4.4713964,1.0959253,4.6488047
4331,CCC1=NC(CC2=NOC(C3=CC=C(CS(=O)(=O)C4=CC=CC=C4)O3)=N2)=CS1,-4.5871224,1.1928352,4.6948767
4332,CCN(CC(C)N)S(=O)(=O)C1=C(OC)C=CC=C1OC,-4.117654,1.3565044,3.211181
4333,CCC(C)(C)N(CCC#N)C(=O)C1=C2OCCCN2N=C1,-3.9539578,0.30321324,3.813528
4334,CC(=O)NC1=CC=C(C(=O)N2CCC3(CCOC3=O)CC2)C=C1Cl,-4.5745487,1.3094313,3.770344
4335,CC(=O)NC(C)C(=O)OCC1=CC=C(OC2=CC=C(Br)C=C2)C(F)=C1,-4.9411516,0.2877734,4.252581
4336,ClC1=CN=CC(Cl)=C1CN1CC=C(Br)CC1,-4.1645694,0.10836307,4.1266356
4337,CCCN1CC(CNC(=O)C23CC4CC(C)(CC(C)(C4)C2)C3)CC1=O,-5.159217,0.6569616,4.0203676
4338,CCC(CC)(NC(=O)C1=CN(C2=CC=CC(F)=C2)N=C1C)C1=NN=N[NH]1,-4.140298,0.6640133,4.8377514
4339,CCC1=CC(NC(=O)NCC2=CC=C(S(N)(=O)=O)S2)=C2C=CC=CC2=N1,-4.726872,1.1845125,4.515681
4340,COC1=CC=C(C(CNC(=O)NCC2CCN(C3=CC=C(F)C=C3F)C2)N2CCOCC2)C=C1,-5.456628,-0.3340251,5.1201644
4341,CN1C(=O)CCC1CC(=O)N1CCN(C2=NC(C(C)(C)C)=NS2)CC1,-4.827243,1.0818495,3.6418438
4342,CN(C)C1=CC(COC(=O)C2=NN(C)C3=C2CCCC3)=CC(C(F)(F)F)=C1,-4.6718884,0.8042964,4.269741
4343,CCCC1=NN=C(SCC(=O)N2CCCC2C2=C(F)C(C(F)(F)F)=CC=C2)N1N,-4.8231964,0.15124932,4.079918
4344,CC(C(=O)NC1=C[NH]N=C1C1=CC=CC=C1)C1=CC=CC=C1C(F)(F)F,-4.518094,1.2709782,4.3826857
4345,CC1=NC=CN1CC1=NC(CS(=O)(=O)N(C)C)=NO1,-3.7049892,1.081975,3.2342734
4346,CCC1=CC(C2CC2)=NC(NS(=O)(=O)C2=CC=CC3=C2NC(=O)CO3)=N1,-5.100077,1.2263542,4.3017607
4347,O=C(N[C@@H]1C[C@@H]2CC[C@H]1O2)C1CC2=CC(F)=CC=C2O1,-4.66986,0.002520655,3.6571078
4348,COC(=O)C1=CC(Cl)=CC(C)=C1NC(=O)C1=CC=C(NC(C)=O)C(F)=C1,-4.835904,0.27011928,3.8098204
4349,COC(=O)C1=CC=C(CN2CCOC3CC(N(C)C)CCC32)C2=NC=CC=C12,-4.317771,0.4263558,4.570018
4350,CN(CC(C1=CC=CS1)N1CCOCC1)C(=O)N=C1C=CN=C2C1=C[NH]N2C,-4.8690763,-0.25727364,4.716984
4351,CC1=CN(CC2CCN(C(=O)NC(C)C3=CC4=C(C=C3Br)OCCO4)CC2)N=C1,-4.884559,0.4756845,4.850073
4352,COC1=CC=C(C(C)NC[C@H]2COCCO2)C(Cl)=C1,-4.1832714,-0.9979752,3.8109834
4353,NC(=O)C1=CC(C2CCCN(C(=O)C3CC34CCC3=CC=CC=C34)C2)=N[NH]1,-4.5853167,-0.037898507,4.2172613
4354,CC1=CC=C(C(CN2CCOCC2)NCC2=C(Br)C3=CC=CC=C3O2)C=C1,-4.8366275,-0.5537148,4.765985
4355,COC(=O)C1=CC=C(N2CCN(C3=NC(C4=CC=C(F)C=C4)=NO3)CC2)S1,-4.7069407,0.40452847,4.32423
4356,CC1=NN(C)C2=CC(NCC(=O)N3CCC(C(=O)N4CCCC(C)C4)CC3)=CC=C12,-5.2848034,0.8403661,4.4921207
4357,CC(CNC(=O)C1=C(N2C=CC=C2)C=CS1)CNC(=O)C1COC(C)C1,-4.654411,0.97253996,4.4670553
4358,COC1=CC=C(CC(C)CNC(=O)NC2=CC=C3SC=NC3=C2)C=C1,-4.810433,-0.014431801,4.555585
4359,O=C(N[C@H]1[C@@H]2CN(C(=O)C3CCC4=C(C3)[NH]N=C4)C[C@@H]21)C1=CN=C(C2CC2)S1,-4.571788,0.4133812,4.212433
4360,CCC1CN(C(=O)C(C)SC2=CC=C(NC(C)=O)C=C2)CC(C)S1(=O)=O,-4.3769712,1.2170761,3.9959388
4361,CCN1C(C2SCCCS2)=NN=C1N1CCOCC2(CC2)C1,-4.163494,-0.3690647,3.5626657
4362,O=C(O)C(F)(F)C1CCC(NCC2=NC3=C(CCCCC3)S2)C1,-4.2672677,0.42052805,3.7337015
4363,CCN(C)C(=O)NC1C[C@H](O)[C@H](O)C1,-3.6660862,0.5435593,3.1927311
4364,CCC(OC(=O)CN1C=CC=C(C(F)(F)F)C1=O)C(=O)C1=CC=C(NC(C)=O)C=C1,-4.7881365,1.2136725,4.463655
4365,CCN(C(=O)NC(CC(=O)O)C1=CC=C(C(C)(C)C)C=C1)C(C)C,-4.1859565,0.763398,4.1772966
4366,CC1(CCNC(=O)C2(N3CCOCC3)CC2)OCCO1,-4.229544,0.44710517,3.9705267
4367,CC1(C)CN(CC(O)CC2=CC=C(C(F)(F)F)C=C2)C1C1CCCO1,-4.8476524,0.20963746,4.1987276
4368,CCCN1N=CC=C1C(=O)NCC(=O)C1CCCC1,-4.240267,-0.27894136,3.870545
4369,CC(N)(CNC1=CC=C2N=CC=NC2=N1)CN1C=CC=N1,-3.7471063,0.2683867,4.3570185
4370,CN(C1CCNCC1)S(=O)(=O)NCC1CCCN(CC2CC2)C1,-3.9926846,0.41005597,3.8586855
4371,CCC(C1=CC=NC=C1)N(C)C(=O)C1=C(C2CCC2)OC=N1,-4.20424,-0.45403823,4.546519
4372,CCC(F)C(=O)N1C2CCC1CC(NC(=O)C1=C(Cl)C(Cl)=NS1)C2,-4.945006,0.96365994,3.6319766
4373,CC(C)N(CCN(C)C(=O)C1CCCCC1(F)F)C(=O)CCC1=NN(C)C=C1,-4.181987,0.40742794,4.3076367
4374,CC(C)(C)OC(=O)N1CC(O)(CNC(=O)NC2CCCCC2C#N)C1,-4.211581,0.5504328,4.0779643
4375,CCC1=NC=NC(N2CCCCC2C2CCCN2C(=O)CC2=CC=CN=C2)=C1F,-4.673098,-0.22459063,4.881386
4376,CCOC(=O)CC(C(F)F)N(C)C(=O)NC1=NN(C2CCSCC2)C=C1,-4.710889,-0.31296137,4.3540177
4377,CC1=NN(CCC#N)C(C)=C1OC(=O)CC1=CN2C=C(F)C=CC2=N1,-4.7291985,0.17989609,4.0731087
4378,O=C(NCC1=CC=C(OC(F)F)C(F)=C1)C1=CN=C2N=CC=NC2=C1,-4.3905344,0.04428423,4.6378927
4379,CN1C=C(CNC(=O)NCCS(=O)(=O)CC2=CC=CC=C2)C(C(F)(F)F)=N1,-4.7398367,1.3767247,4.48054
4380,CC1CC(NC(=O)C2=CC=C3C(=O)[NH]C=NC3=C2)CCN1C1=CN=CC(C#N)=N1,-4.9413195,0.10218046,4.486658
4381,CC1=NOC(C)=C1C(C)NS(=O)(=O)C1=CN(CC(C)C)N=C1,-4.141698,1.3178431,3.6508305
4382,COC(=O)C1(COC(=O)CC2=CN=CS2)CCC1,-3.8188155,0.97374296,3.7733576
4383,CN1C(=O)[NH]C(=O)C2=C1N=C(Br)N2CC1=CC=C(Cl)C=C1N1C=NC=N1,-4.2936807,0.17883447,4.4310584
4384,CC1=NC(C(=O)N[C@H]2CC[C@H](NC(=O)CC3=C(Cl)ON=C3C)CC2)=C(C)O1,-5.0061665,0.7281998,3.7016263
4385,COC(=O)C1=CC(Br)=C2N=C(NC3=CC=C(NC(=O)C4CCCO4)C=C3)SC2=C1,-4.5535583,-0.45275375,4.331319
4386,O=C(NC1=NC=CN1C1CC1)C1=CC=C2[NH]N=NC2=N1,-4.093583,0.1995286,4.063688
4387,CC1(CO)CC(O)CN1C(=O)NC1=CC=CN=C1OC1=CC=C(Cl)C=C1Cl,-4.471636,0.57100356,4.344522
4388,CNC(=O)CC1=NC(COC(=O)C2=NC(OC(C)C)=CC=C2Cl)=CS1,-5.1077595,0.121712126,3.8951585
4389,CC1=CC(C(=O)N(CC(F)F)C2=CC=CC=C2)=C2CCCCC2=N1,-4.3961973,0.2362611,4.7138863
4390,CC1=CC(C(=O)NC2=CC(O)=CC(Br)=C2)=NC=C1C(N)=O,-4.59163,0.14255151,3.5466287
4391,CC1=C2C(=CC=C1)C(CC(=O)NC1=NN(CCC(=O)N(C)C)C=C1)CC2C,-5.2988153,0.621336,4.5041256
4392,CC(CCC1=CC=C(Br)C=C1)NC(=O)N(C)CCCN1C=CN=C1,-4.0814,-0.1852304,4.3691196
4393,CC1=NC(C(=O)N2CCCN(CC3=CON=C3C)CC2)=C(C)[NH]1,-4.5595527,0.4043381,4.41926
4394,CSCC1(CC2=NOC(C3=CC(C)=C(C)O3)=N2)CC1,-4.3225036,0.9522099,3.1284645
