,SMILES,esol,logD,bace
2856,COCCN1C2CCC1CC(NC1CCC(N3CCCCC3=O)CC1)C2,-5.080694,0.13700318,4.0998044
2857,COC1=CC=C(CC(C)CNC(=O)N2CCN(C3=CC=CC(C#N)=N3)CC2)C=C1OC,-5.3248057,0.9597377,4.616394
2858,O=C1CCC(CN2CCC3CCC(C2)S3)O1,-4.838724,0.93736297,3.3450332
2859,CC1=C(NC(=O)C(C)(NC(=O)OC(C)(C)C)C2CC2)C=NN1C1=CC=C(Cl)C=C1,-4.705865,1.2542543,4.535436
2860,CC1=CN(CCC(=O)N2CC(C)C(NC3=NC(C)=NC=C3C)C2)N=C1,-4.943362,0.77328956,4.0686293
2861,CC(CCN1CCN(C)CC1)NS(=O)(=O)CC1=CC=C(CC#N)C=C1,-4.5245576,1.6735748,4.210316
2862,CC1=NC2=C(C3=NN=C(C4=CC(F)=CC=C4N4CCOCC4)O3)N=CN2C(C)=C1,-5.201204,-0.4929149,3.8844368
2863,CC1=CC(NCC2=NN=C(C3=CC=C(Cl)C=C3)O2)=NN1C1=CC=C(F)C=C1F,-5.448923,0.90197426,4.250667
2864,CCOC(=O)C1=C(NC(=O)NCC2(COC)OCCC3=CC=CC=C32)SC(C(F)(F)F)=C1,-4.885044,1.309674,4.6143217
2865,CC1=CC(C)=C(CCNS(=O)(=O)CC2=CC=CC=C2C(=O)O)C(C)=C1,-4.1846633,1.5434101,4.2943635
2866,CCC1C(CO)CCN1CC1=CC(C#N)=C(F)C=C1F,-4.481824,0.44749913,3.7134547
2867,CCC(C)(NC(=O)C1=CC(Br)=CC=C1Br)C(F)(F)F,-4.40511,0.9161915,3.3787758
2868,COC(=O)C1=CC(C2CN(C(=O)CN3N=NC(C(C)(C)C)=N3)C2)=N[NH]1,-4.4819746,0.86732036,3.7525318
2869,CN(CCCN(C)C(=O)[C@@]12CCC[C@@H]1C2)C(=O)C1CCCCO1,-4.240183,0.13287571,4.328933
2870,O=C(O)[C@H]1C[C@@H](S(=O)(=O)N2CCCC2C2=CC=CC(Cl)=C2)C1,-4.11947,0.9032259,4.0671005
2871,CC1CC2=CC(C(F)(F)F)=CC(Cl)=C2N(C(=O)C2=CC=C3CNC(=O)NC3=C2)C1,-5.313757,1.348197,4.183699
2872,CC1=NN(C2=CC=CC=C2)C(Cl)=C1COC(=O)C1CCCN(C(=O)C2=CC=C3[NH]N=CC3=C2)C1,-5.064509,0.43953708,4.9154043
2873,CC(SC1=CC=CC=C1C(=O)NCCC1CCC2=CC=CC=C2N1)C(N)=O,-4.49672,0.46821758,4.459463
2874,CC1=CC=CC=C1N1N=CC(C(=O)OCC2=CN(CC(F)(F)C3=CC=CC=C3)N=N2)=C1C(F)F,-4.201689,1.155921,4.7742267
2875,CN(C(=O)NCC(C1=CC=C(Cl)C=C1)N1C=CC=N1)C1CCOC(C2=CC=C(F)C=C2)C1,-4.934146,0.43761525,4.9385138
2876,N#CC1=C(N2CCN(C(=O)C3=CN4C=CN=CC4=N3)CC2)C=CS1,-4.306442,0.53045005,4.451687
2877,CC1=C(C(=O)N2CCCC(N(C)C(=O)C(C)(C)C(C)C)C2)N=C(Cl)S1,-4.317096,0.70952535,3.2833238
2878,CCN(CC1CC1C)C1COC1,-4.018255,-0.83265454,2.94409
2879,CCCN(CC)C1=CC=C(C(=O)NCCC2=NC(=O)O[NH]2)C=C1,-5.0676565,0.2224293,4.0419607
2880,CCN1C=NC=C1CNC(=O)N[C@@H](CC(C)C)CN1CCCC1,-4.542045,0.13763687,4.453231
2881,CN1N=C(C2CCC2)C=C1C(=O)N1CCN(CCN2CCNC2=O)CC1,-4.896709,0.24593982,4.7096486
2882,O=C(NCCC1=CC2=CC=CC=C2[NH]1)C1CC2COCC(C1)C2=O,-4.4514656,-0.006244268,4.356971
2883,CC1=CC(C(NC(=O)CCNC(=O)NC2=CC=C(Br)C=C2)C(C)C)=CC=C1,-4.6275945,-0.08842947,4.803175
2884,NC(=O)CN1CCC(NC(=O)C2CCC(C3CCCO3)O2)CC1,-4.5063963,0.001517032,4.0386305
2885,CCCC1=CC(C(=O)NC2CC(CNC(=O)C34CCC(CC3)C4)C2)=CC(=O)[NH]1,-5.3532734,0.8620446,4.51309
2886,CN1C(=O)C2=C(N(C)C(C(=O)OCC3=CN=C4C(F)=CC=CC4=C3)=C2)N(C)C1=O,-4.6544294,0.969549,4.62512
2887,CC1=C(C(=O)N(CCNC(=O)[C@@H]2C[C@H]2C2=C[NH]C=N2)C2CC2)C2=C(N=C[NH]C2=O)O1,-4.7074704,0.3953767,4.736771
2888,C1=CN(C2CC2)C(CNC2CCOCC23CCCC3)=C1,-4.099395,-0.2642089,3.9343376
2889,CC1=CC=C(C2COCCN2CC2=NN=C(S(C)(=O)=O)S2)O1,-4.1909933,-0.01831242,3.6317472
2890,CC(C)(C)OC(=O)N1C2=CC(O)=CC=C2CC1C(=O)N1CC2=CN=CN=C2C1,-4.371543,1.0500745,4.567012
2891,CC1=CN2C(CNCC3=CC=C(OC4=CC=CN=C4)C(F)=C3)=C(C)N=C2S1,-4.876307,-0.15330788,4.5342894
2892,O=C1NCCN1CC1CCN(C(=O)C2CCCN2C2=NC=CC=N2)CC1,-4.701226,0.12238691,4.8126807
2893,CC1=NC=CN=C1NC(=O)NCC1=CC=C[NH]C1=O,-3.8796172,-0.05497765,4.0343857
2894,COC(=O)C1=CC(S(=O)(=O)N2CCC=C(C3=CC=CC=N3)C2)=C(Br)C=C1F,-4.433154,1.2034322,4.147685
2895,COC(=O)C(C1=CC=CC(Cl)=C1)N1CCN(C(=O)C2=C[NH]N=C2C2=CC=CC=C2F)CC1,-4.7623634,0.5261678,4.877031
2896,N#CC1=CC=C(N2CCN(C(=O)NCC3CSCCN3CC3=CC=CC=C3)CC2)C(Cl)=C1,-4.8485794,0.010386977,5.029496
2897,CC(CCC1=CC=CN=C1)NC1=CN(CC2=CC=C(C#N)C=C2)N=C1,-4.659935,-0.26080936,4.380919
2898,COC1=CC=C(CN2C=C(CN3CCN(CC(C)O)CC3C)N=N2)C=C1,-5.3143673,0.24101135,4.287694
2899,CCN(C(=O)C1=CC=CC(=O)N1C)[C@H](C)CNC(=O)C1=NSC2=CC=CC=C12,-4.7151566,0.717097,4.617837
2900,CCOCC1=NN=C(N(CC)C2CC2)N1CC(F)(F)C1=CC=CC=C1,-4.0875745,0.3504278,4.333647
2901,CCC1=NN=C(COC(=O)C(C)CCC(C)(C)C)S1,-4.4531956,-0.25106278,3.8068445
2902,CC1=CN=C(S(C)(=O)=O)N=C1C(=O)N1C2=C(C(C)C)C=CC=C2C(C)CC1(C)C,-4.300327,0.99818045,4.308075
2903,CC(C)C1CCC1NCC1=NN(C)C=N1,-3.5785449,-0.059546854,3.3654747
2904,CC(C(=O)OCC1CCCCC1(F)F)C1=CN(C)N=C1,-3.7992506,-0.14725262,3.810069
2905,CN(CC(O)CN1CCOCC1)C(=O)CCC1=NC2=CC=CN=C2[NH]1,-5.216067,-0.13699523,4.374583
2906,CC(NCC1=CC=C(CN(C)C)C2=C1OC(F)(F)O2)C1=C(F)C=CC=C1Cl,-4.2224846,1.3348429,3.9109933
2907,CCC1=CC=C([C@@H](C)NCC=CC2=CC=C(F)C(F)=C2)C=C1,-4.666238,-0.1871191,4.1658497
2908,CCOC1=NC(NC(C)C2CNCCO2)=NC=C1Cl,-4.1674085,-0.68888366,3.5676405
2909,CC1=CC=CC=C1COCC(=O)OCC(=O)NCC(=O)NC(C)(C)C,-4.1952586,0.6456379,4.7422795
2910,CCC(CC)CN(CCC#N)C(=O)CC1=C(C2=CC=CC=C2)N=CS1,-4.899887,-0.024744537,4.3736043
2911,CC(=O)N(C)C1=CC=C(CNC(=O)NC(C)(CC2=CC=C(Cl)C=C2)C(C)C)C=C1,-4.3018913,1.1007621,4.561988
2912,CCC1=CC=C(C(C)(C)C(=O)N(C)CCNC(=O)C2=CN(CC(C)C)N=C2)C=C1,-4.8409677,1.0024688,3.9737477
2913,CC1=CC=C(C2(C(=O)N3CCN4N=CC=C34)CCOCC2)C=C1C,-4.5102496,0.5303536,4.016984
2914,CC1=CC=C(N2C=C(S(=O)(=O)N3C[C@@H](C)N(CCO)C[C@@H]3C)C=N2)C=C1,-4.7347503,1.3563808,4.0809383
2915,CC1=NC(NCC2=CSC(CN(C)C)=N2)=CC=C1C1=CC=CC=C1,-4.5933976,0.42721185,4.4139996
2916,CSC1=CC=C(C(=O)N2CCNC(C(C)C)C2)O1,-3.9767616,-0.70854026,3.6469707
2917,O=C(C1=C(C(F)(F)F)[NH]C=N1)N1CCC2CCC(C1)N2C(=O)CCC1CC1,-4.6056414,1.157841,4.297523
2918,CCCNC(=O)C1(NCC(=O)NCC2CCN(C3=CC=CC=C3)C2)CCCCC1,-4.983394,0.07965935,4.8451242
2919,NC(=O)NCCC(=O)N1CCC2(CC1)CCN(C(=O)C1CC3=CC=CC=C31)CC2,-4.9128084,1.0314374,4.395007
2920,CC1CC2(CCOCC2)CN1CC1=CC=C(OCC2=CC=CC=C2)N=C1,-4.718981,-0.014784422,4.43046
2921,CC1=C(C(=O)NCC2(O)CN(C(=O)C3=CC=CC(C4CCOC4)=C3)C2)C=NN1C,-4.434204,0.101371564,4.5598083
2922,CN(C)CCN(CC1=CC=CO1)C(=O)NC(C)(C1=CC=CC=C1)C(F)(F)F,-4.043955,1.3043454,4.1285467
2923,CNC(=O)C1=CN=CC(NCCC2=CC=C(Cl)S2)=N1,-4.521858,-0.28922486,4.289535
2924,CC1=C(CN2CC3(C2)CN(C(=O)CNC(=O)CC2=CC=CC=C2)CCO3)C=NO1,-4.68758,0.8272069,5.156557
2925,COC(=O)N(CC1=NOC(C(C)OC2=CC=C(Cl)C(C)=C2)=N1)C1CC1,-4.9259434,0.59533286,4.027692
2926,CCC1CN(C(=O)C2(C3=CC=CC(OC)=C3)CC2)CCC1NC(=O)C1=NOC=C1,-4.9576855,0.67036676,4.2747655
2927,CC1C(C2=CC=CC=C2)CCN1CC1=NN=C(C(F)(F)F)O1,-3.87969,1.0323098,4.2046604
2928,CCOC1=CC=CC(CNC(=O)C2=C(C)N=C(CNC(=O)OC(C)(C)C)S2)=C1OC(F)F,-4.802586,0.8638382,4.550086
2929,CNCCC1=NC(C2=CC=CC=C2Cl)=CS1,-4.053768,-0.51325536,3.8102372
2930,CC(C(=O)N1C[C@@H]2CN(CC3=NN=C(C4CC4)N3C3CC3)C[C@@H]2C1)N1C=CC=N1,-4.5380116,0.4173545,4.480633
2931,CCC1=C(C(=O)NCCN(CC)CC2=CSN=N2)C=NN1CC(C)C,-4.9306374,0.4761521,4.5593996
2932,CC1(C)CCC(C)(C)N(C(=O)C2=C(Cl)C=CS2)C1,-3.7657878,0.785413,3.604986
2933,CNS(=O)(=O)C1=C[NH]C(C(=O)OCC2=NN3CCCC3=C2)=C1,-4.845846,0.81070346,3.926601
2934,COCCN(CCNC(=O)C1CC2(CCC2)C1)CCC1=CSC(C)=N1,-4.761193,0.8175499,4.478137
2935,CC1=CC=C(Br)C=C1NC(=O)CNS(=O)(=O)CCCC1=CC=C(C(F)(F)F)C=C1,-5.580428,1.4674718,4.308361
2936,CC1=CC(C(=O)NCC(C)N(C)C(=O)CC2=CC=CS2)=C2C(C)=N[NH]C2=N1,-4.9643993,0.69899637,4.192889
2937,CC1=C(C(=O)NC2CC3(CC(NC(=O)CN4C=C(C5CC5)N=N4)C3)C2)N(C)N=C1,-4.800561,0.8548942,4.3196115
2938,N#CCC(NS(=O)(=O)C1=CC=C2C(=C1)CC1=CC=CC=C12)C1=CC=CC=C1,-4.4901857,1.804499,4.67999
2939,CCC1(C(=O)NC2CC3CCC(C2)N3C(=O)C2=CN=C3C(=C2)C(C)=NN3C)CC1,-4.844275,0.8715545,4.0576015
2940,O=C(COC(=O)C1=CC=C(N2C=CN=C2)N=N1)NC1=CC=C(C(F)(F)F)C=C1,-4.741798,1.3277158,4.5113773
2941,CN(C(=O)[C@@H]1[C@@H](C2=CC=CC=C2)C1(F)F)C1(CN)CCOCC1,-3.5165834,0.6155376,4.162903
2942,COC(=O)C1=CC2=CC(NC(=O)C3=NSC4=CC=C(C)C=C34)=CC=C2O1,-4.897171,0.77695554,4.2218113
2943,CC1=C[NH]N=C1C(=O)NCC(C)(O)C(=O)OC(C)(C)C,-3.7897427,0.69169706,3.7014585
2944,CC1(C)CN(C2=NN=C(CC3CC3)N2CC2(O)CCS(=O)(=O)CC2)CCO1,-4.3924036,0.44323435,4.36125
2945,CCCCC1=CC=C(C(=O)N2CCCN(C(=O)C3=NN(C)C(OC)=C3)CC2)C=C1,-4.7863665,-0.053715494,4.571668
2946,CC1=C(C(=O)NCC(=O)NC2CCCN(C3=CN=CC(Cl)=N3)CC2)C=CO1,-4.6633883,-0.1430861,4.6494503
2947,COCCN(CCNC(=O)CC(C)(C)C)C1=CC=NC(CC2=CC=CC=C2)=N1,-4.9286966,0.0177258,5.0955086
2948,N#CCSC1=CC(C(=O)OC2CCC(=O)NC2)=CC=C1,-4.6591864,-0.69742715,4.142172
2949,CC1=CC=C(F)C(CN(C)C(=O)NC2=CC=C(C(=O)NCC3=CC=CC=C3)C=C2)=C1,-4.8987904,0.68137324,4.7612658
2950,CC(CS(C)(=O)=O)N(C)C1=NN=C(CN2CCCC2=O)N1CCC1=CN(C2=CC=CC=C2)N=C1,-4.8434334,1.0709957,4.6524973
2951,CC1=CC(Cl)=CC(C(=O)NCC(C)(NC(=O)CCC2=CC=NC=C2)C2CC2)=C1,-4.011633,0.42279464,4.85245
2952,C[C@H]1C[C@@H](NS(=O)(=O)C2=CC(OC(F)F)=CC=C2)C[C@@H](C)N1CC1=CC=CC=C1,-4.258213,1.349244,4.718454
2953,CCCCC(C(=O)OC)S(=O)(=O)CC(=O)NC1CCOC2=CC=CC=C21,-4.0701156,0.89582926,4.145046
2954,CC1=CC=CC(C(=O)N2CCCC2CN(C)C(=O)C(C)OC2=CC=CC=C2F)=N1,-4.9171944,0.4039562,4.679101
2955,CC(C)N(CC1=CC=CC(C(=O)NCC2=CC=CO2)=C1)CC1=CC=C(F)C=C1F,-4.499469,0.20459631,4.674697
2956,CC(C)(C)[C@@H]1OCC[C@H]1C1=NN=C(N2CCS(=O)CC2)N1CCCN1CCC(O)CC1,-4.6313796,0.3012948,4.9612894
2957,CN1N=NC(Br)=C1C(=O)NC1=NC2=CC3=C(C=C2[NH]1)OCO3,-4.3830934,1.2582252,3.6999254
2958,CC(CC1=CC=C(Br)C=C1)C(=O)N1CCN(C(C)C(=O)NC2CC2)CC1,-4.817645,0.5742983,4.402714
2959,CC1=C(CCCN2CCC(=O)N(CC3(S(C)=O)CCC3)C2=O)C=N[NH]1,-4.4863462,0.35514045,4.09742
2960,CC1(C)CCC2=CC(Br)=CC=C2N1C(=O)CN1C=C(C#N)C=N1,-4.2871165,0.88766664,4.2736626
2961,CN(CC1=CC=C(Br)C=C1C(F)(F)F)C1=CC=CC(O)=C1,-4.7521205,1.0964707,3.9679842
2962,O=C1NC[C@H](COC(=O)C2=CN(C3=CC(Br)=CC=C3)N=C2)O1,-4.649987,0.2452409,4.3876038
2963,COCCC1=CC=C(C2=CN(C(C)C)N=C2C)C=C1,-3.2502248,-0.5577207,3.9199326
2964,CS(=O)(=O)CC1=NOC(NC(=O)NCC(C2=C(F)C=CC=C2Cl)N2CCCC2)=N1,-4.9794273,0.5881621,4.644809
2965,COC1=CC=CC=C1C1=NN=C(N2CCC(C(F)(F)F)CC2)N1CC1(S(C)(=O)=O)CC1,-5.195237,1.1388115,4.5284224
2966,CCC[C@@H](CC(=O)O)NC(CC)C1CCC1,-3.9461923,-0.7635013,3.5153804
2967,N#CC1=CC=C(CNC2(C3=NC(C(F)(F)F)=CC=N3)CCC2)C(Cl)=C1,-5.120969,0.65217555,4.193118
2968,FC1=CC(C2=CC=NC=C2)=CC=C1CNCC1OCCC2=C1C=CS2,-4.7926016,-0.49442026,4.5524626
2969,CCCC(C(=O)N(C)CC1=N[NH]C(C(C)(C)C)=C1)S(N)(=O)=O,-3.979349,0.44102743,3.453323
2970,CC1=CN=C(COCC(=O)NC2=CN(CC3=CC=CC(Cl)=C3)C(=O)C=C2)O1,-5.183816,-0.48342976,4.5286474
2971,CNC(=O)C1=CC=C(NC(=O)C2=CN=C(OC)N=C2C(F)F)C(C)=C1,-4.822898,0.6576347,4.2405
2972,COCC(C)OCC(O)CNCC1CC(C2CC2)=NO1,-4.703364,0.48621204,3.4985614
2973,CN1C=C(CN2CCN(C(C#N)C3=CC=CC(Cl)=C3)CC2)C(C2CCCCC2)=N1,-5.163516,-0.46408537,4.907794
2974,COC(=O)C1=CN([C@@H]2CCCC[C@@H]2NC(=O)C2=CC=C(OC3CCOC3)C=C2)N=N1,-4.6932735,-0.3815166,4.3257823
2975,CC1=NC(C)=C(C)C(NCC2(C3CCC3)CCC2)=N1,-4.1168885,-0.0904124,3.8819537
2976,CCN(CC1=CC=C(C2CCCC2)C=C1)[C@H](C)CNC(=O)C1CCCOC1,-4.876847,-0.10224291,4.4007034
2977,CC(C)(C)OC(=O)NC1=CC=C2SC(C(=O)NCC3=CC=CC(N4C=NC=N4)=C3)=CC2=C1,-4.934551,1.1899297,5.121958
2978,CCC1=NN(C)C(Cl)=C1C(=O)NCC1(O)CN(CC2=CC=CC(F)=C2)C1,-4.4975452,0.6040185,4.4569616
2979,CC(C)(C)OC(=O)C1(CNS(=O)(=O)CC2=CC(C#N)=CC=C2F)CCOCC1,-4.7628927,0.6663168,4.293047
2980,CC(=O)NC1=CC=C(Cl)C(C(=O)NC2=CC=CC=C2NC2=CC=NC=C2)=C1,-4.681588,0.092129625,4.612752
2981,COC12CCC(C(=O)NC3CN(C(=O)C4CC4)C3)(CC1)CC2,-4.4323473,1.0546936,3.8655941
2982,CCCCN(CCCC)C(=O)CNC1=CC=C(N2N=CN(C)C2=O)C=C1,-4.573557,0.16355506,4.4381027
2983,CSC(C)(C)CNC(C)C1CCC(F)(F)CC1,-3.9324908,0.5466872,3.6317797
2984,COC1=CC(C(=O)N[C@H]2C[C@@H](NC3=NN4N=NN=C4C=C3)C2)=NC=N1,-4.404971,-0.19200504,4.281916
2985,CCN1C=C(Br)C=C1C(=O)NC1CCOC2(CCOC2)C1,-4.6947775,0.72094184,3.9967067
2986,CCN1CCOC(C(=O)NCC2=CN(C3CN(CC(C)CC(C)C)C3)N=N2)C1,-5.471445,0.24805805,4.3145647
2987,CN1C(SCC(=O)NC2=C(F)C=C(F)C=C2Br)=NN=C1C1=CN=CC=N1,-4.475255,-0.5143314,4.3631973
2988,CO[C@@H]1CN(C(C)C(=O)NC2=CC=C(Cl)C=C2)C[C@H]1NC(=O)CC1=NOC(C)=C1,-5.445985,0.02204648,4.4586964
2989,CCC1=CC(C)=NC(NCCN2CCN(C(=O)C(C)C3=C(C)[NH]N=C3C)CC2)=N1,-5.3955708,0.55770695,4.8738513
2990,CC1=CN(C)C(=O)C(NC(=O)N(CCC(C)C)C2CCCC2)=C1,-4.71933,-0.3585849,3.9831836
2991,O=C1CCC[C@H](CNCC2=C(Cl)N(C3=CC=CC=C3)N=C2)N1,-4.240757,-0.33075538,4.3462586
2992,CC(CC1=CC(Br)=CC=C1F)NC(=O)NCC1=CC2=NSN=C2C=C1,-5.0149765,0.16864374,4.6381025
2993,CC(C)CC1=COC(NC(=O)C2=CC=C(F)C3=C2SC=C3)=N1,-4.5939083,0.19106784,4.2178254
2994,COCCN1CC(CNC(=O)NC(C2CCOCC2)C2(CO)CCC2)CC1=O,-4.8905287,0.5308706,4.6635814
2995,CC(C)OCC(C(=O)O)N(C)C(=O)NC[C@@H]1CCCC[C@@H]1C(F)(F)F,-4.6101394,0.6443561,3.4380639
2996,CCOC1CC(CCN2C(NC3=NN(C)C=C3)=NN=C2C(=O)NC2=CC=C(C)C(C)=C2)C1,-5.684555,0.32998613,4.480574
2997,CCCCC1=CC(N2CCC(C3=CC=CC(F)=C3)C2(C)C)=NC=N1,-4.3528185,-0.12403195,4.406967
2998,O=C(OC1(C2CCOC2)CC1)C1=C2C=CC=CN2C(Br)=N1,-3.9651902,-0.08612343,4.39099
2999,COC(C1CC1)C(C)N1C(=O)NCC(C2=CC=CC=C2)C1=O,-4.047554,0.4142789,4.4274898
3000,CC1CC(C)CN(CC2=CC=CC=C2CNC(=O)NCC2(O)CCC3=CC(F)=CC=C32)C1,-5.2249937,0.61032635,4.808717
3001,O=C1C=CC([C@@H]2OCC[C@H]2NC2=C3C=C(Cl)C=CC3=NC(C(F)F)=C2)=C[NH]1,-4.456366,-0.4085727,4.1537457
3002,CC1=CC(F)=CC=C1C1=CC=C(CNCC2=CN(CC(F)(F)F)N=C2)O1,-4.743387,1.2893723,4.402541
3003,COCC(=O)N(C)CC(=O)NCC(C)N(C)C(=O)C1CCCC(C)(C)C1,-4.50784,0.602035,3.8404205
3004,CS(=O)(=O)CC1=CC(F)=CC=C1NCC(=O)N1CCNC(=O)C1,-4.7786694,1.0719004,3.9387927
3005,O=C(NC1=CC=C(CC(=O)N2CCN(C3=NC=CC=N3)CC2)C=C1)NC(CO)C1=CC(F)=CC=C1F,-5.357233,0.28220114,5.201888
3006,CC1=CC(O)=CC(=O)N1CCC(=O)N1CCNC(=O)C1C1=CC=C(Br)C=C1,-4.9150424,0.92617023,4.263141
3007,CC1=C(C)[NH]C(=O)C(C(=O)N(C)CC2=CN=C(C(C)C)N=C2)=C1,-4.555827,0.6802309,3.8779664
3008,CCOC1=C(Br)C=C(C(=O)N(C2=CC=C(C#N)C=C2)C2CCC2)C=C1OC,-4.527911,-0.19753334,4.3791666
3009,CCOC(=O)N[C@H](CC1=CC=CC=C1)C(=O)OCC1=NN=C(C(F)F)S1,-4.2803,-0.028912213,4.5951056
3010,CC(C)COC1=CN=CC(NC(=O)N(C)CC2(C3=CC=C(Br)C=C3)CC2)=N1,-4.7664003,0.5121524,4.695022
3011,CC(C)C(NC1=NC=CS1)C1=NN=CN1C,-3.4383004,-0.7561401,4.05326
3012,CC(C(=O)N(C)C)S(=O)(=O)N[C@@H]1C[C@@H]2CC[C@H]1O2,-4.0789223,1.833817,3.2801268
3013,CC1CCC(NS(=O)(=O)CC(=O)OC2CCCC2C#N)CC1,-4.229681,1.014895,3.7077088
3014,COCC1=N[NH]C(NC(=O)C2=CC=C(CN(C)C)O2)=N1,-4.667497,0.0954429,3.818803
3015,COCCN1N=CC2=C1C(NC(=O)NCC1CCCN(C3=NC=CC=N3)C1)CCC2,-5.0669346,-0.7417369,4.9670477
3016,CN1CCCC(C(C)(C)C(=O)NC2=CC=C3C=NN(CC(=O)O)C3=C2)C1,-4.654456,0.5321502,4.0488696
3017,CC(C)(C)OC(=O)C1(CNC2=NC=CC3=NC=CN=C23)CC1,-3.939516,0.43782917,4.0988936
3018,COCC(CF)OC(=O)C1=CC(C(F)(F)F)=CC=C1Cl,-4.5678163,0.7391811,3.4533327
3019,CNC(=O)CC1=NOC(CNC(CC2=C(F)C=CC=C2Cl)C2=CC=CC=C2Br)=N1,-5.076567,0.16195649,4.6251273
3020,O=C(NCC1=NOC(C2=CC(Br)=CC=C2)=N1)NC1CCOC2(CCS(=O)(=O)C2)C1,-5.114904,1.2819145,4.777834
3021,CCC1=CC(C(=O)N(CC)CCNC(=O)C2=CN=C(COC)S2)=C(C)N=N1,-4.9978104,0.6051722,4.0820107
3022,CC1=C(Br)N2CCN(C3=CN=CC(C4=CC=CS4)=N3)C(C)C2=N1,-4.365314,0.07987059,4.182461
3023,CC1=CSC(C(NC(=O)C2=CC3=C(OC(F)F)C=CC=C3[NH]2)C2CC2)=N1,-4.6738625,0.60532033,4.5381536
3024,O=C(NCC1=NC(C(F)(F)F)=NO1)O[C@H]1CNOC1,-4.0713224,0.64290744,3.5567174
3025,CCCCC1CCCC1NCC1=CC=NC(OC2CCOCC2)=C1,-4.515584,-0.6496583,4.4345875
3026,O=C(C1=CN(C2=CC=CC=C2C(F)(F)F)N=N1)N1CCC(O)(CC2=CC=CC(Cl)=C2)C1,-5.018244,1.1449962,4.7190866
3027,CCC1=C(C(=O)N2CCC(O)(CNC(=O)C3(CC(C)C)CCC3)CC2)OC=N1,-4.62085,0.5811253,4.17733
3028,CCC1=CC(C(=O)N(C)CCCN(C)CCNC(=O)C2CC2)=NO1,-4.9058275,-0.3656104,4.354314
3029,O=C(CCSC1=CC=C(F)C=C1)NC1CC(C(F)(F)F)C1,-4.9091053,0.81562996,4.044342
3030,CC1=CC(C(=O)N2[C@@H](C)CN(C(=O)OC(C)(C)C)C[C@H]2C)=C(C)N1NC(N)=O,-4.9090166,0.922757,3.7611039
3031,CN1CC23CCCCC2(C1)CN(CCC1=C[NH]N=C1)C3,-3.9619067,0.68682545,4.3693824
3032,CC1(CS(=O)(=O)N[C@@H]2C[C@H]2C2=CC=C(Br)C=C2)CCC1,-4.181047,1.0878072,3.9721022
3033,N#CC1=CN=CC(N2CCCC(C3CCCCN3C(=O)CCC3=C[NH]N=N3)C2)=N1,-4.8622437,-0.18643346,4.8733616
3034,CC1(CNC2=CC=C3C(=C2)C(C)(C)CC3(C)C)COC1,-4.0403056,0.5250809,3.2470355
3035,CC(C)(CNC1CCCC2=C1SC1=CC=CC=C21)C(N)=O,-4.0869746,0.11310557,3.8610187
3036,C=CS(=O)(=O)CCC(=O)NC1CC(C)(C)OC2=CC=CC=C21,-4.237159,1.3760111,4.0260878
3037,CSC1=CC(C)=CC=C1CNC(=O)N(CC(=O)O)CC1=CC=C(F)C=C1,-4.850771,0.7972508,4.594335
3038,CCCC1SCCN1C(=O)C1=C(OC)C(OC)=CS1,-3.7912347,-0.3837426,3.4894378
3039,NC(=O)C1=CN=C(NC(=O)NC2CCCN(C3=CC=C(Cl)C(Cl)=C3)C2)S1,-5.2986064,-0.26209867,4.1663294
3040,O=C(O)C(CC1CCOC1)NCC1=NC2=C(CCCC2)S1,-4.457375,-0.3975139,3.8042898
3041,CN(C(=O)C1=CC=CC(CS(N)(=O)=O)=C1)C1=CC=CC2=C1CCCN2,-4.4282312,0.7693701,4.4278593
3042,COC1=CC=CC2=C(NC3CC4CCC3(C)C4(C)C)N=CN=C12,-4.224312,0.34546256,4.275576
3043,CCC(NC(=O)NC1=NC2=C(CCC2(C)C)S1)C1=CC=C(F)C=C1F,-4.738176,0.38543123,4.0630045
3044,CC1=C(C)SC(C2CCN(CC3=NC4=C(CCC4)S3)CC2)=N1,-4.6084986,-0.4675654,4.1879416
3045,CC1=NN(C)C(N2CCN(C3=NN=C(C(C)C)N3CC(C)N(C)CC3=CC=CC=C3)CC2)=C1C#N,-4.9680905,0.48827687,4.854595
3046,COC(=O)C1=C(NC(=O)N(C)CC(=O)NCC2=CC=CC=C2)N(C)N=C1,-4.3007727,0.5608912,4.5690136
3047,CN1C=CC(C(=O)N2CCC(C3CCCN(C(=O)C4CC45CC5)C3)CC2)=C1,-5.0216875,0.09050528,4.6194105
3048,CC1CN=C(NC(=O)CSC2=CC=C3CCC4=C3C2=CC=C4)S1,-4.7693205,0.16347334,4.1189156
3049,CC1=CN(C2=CC=CC=C2F)N=C1C(=O)N1CCCC1C(=O)C(C)C,-4.6201897,0.24306771,4.402978
3050,CN(C)C(=O)[C@@H]1CC[C@H](C(=O)OCC2=NN=C(S(C)(=O)=O)S2)O1,-4.440572,1.0127683,3.135883
3051,N#CC1=CC=C(CCN2C(=O)C=C(N)N(CC(F)(F)F)C2=O)C=C1,-3.9719975,1.1913484,4.1141543
3052,CCOC(=O)C1=CC(S(=O)(=O)NC2=C(F)C=C(C(C)=O)C=C2F)=C(F)C=C1C,-4.7929325,1.7238984,3.8691158
